"","Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","loc","bp","corsign","ENTREZID"
"36",36,"ILMN_1727080","MYO6","myosin VI (MYO6), mRNA.","Chr6: 76.681376",7.609,"N/A","N/A","N/A",0.606,146,0.0000000000000005674,"0.36799999999999999","0.28499999999999998","6",76.681376,"1","4646"
"37",37,"ILMN_1790680","PDE6D","phosphodiesterase 6D, cGMP-specific, rod, delta (PDE6D), mRNA.","Chr2: 232.305624",9.403,"N/A","N/A","N/A",0.604,146,0.0000000000000006722,"0.26300000000000001","-0.56599999999999995","2",232.305624,"1","5147"
"38",38,"ILMN_1660519","LOC285382","hypothetical gene supported by AK091454 (LOC285382), mRNA.","Chr3: 186.279006",10.221,"N/A","N/A","N/A",0.604,146,0.0000000000000006785,"--","--","3",186.279006,"1","285382"
"39",39,"ILMN_1793743","DIRC2","disrupted in renal carcinoma 2 (DIRC2), mRNA.","Chr3: 124.081121",8.196,"N/A","N/A","N/A",0.604,146,0.0000000000000006868,"--","0.45400000000000001","3",124.081121,"1","84925"
"40",40,"ILMN_1682054","SRI","sorcin (SRI), transcript variant 1, mRNA.","Chr7: 87.687236",8.195,"N/A","N/A","N/A",0.603,146,0.0000000000000007783,"--","0.27700000000000002","7",87.687236,"1","6717"
"41",41,"ILMN_1679532","GRM3","glutamate receptor, metabotropic 3 (GRM3), mRNA.","Chr7: 86.331571",9.789,"N/A","N/A","N/A",0.603,146,0.0000000000000008376,"0.59099999999999997","0.13300000000000001","7",86.331571,"1","2913"
"42",42,"ILMN_1782922","PDE4B","phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila) (PDE4B), transcript variant b, mRNA.","Chr1: 66.611705",7.55,"N/A","N/A","N/A",0.601,146,0.000000000000001101,"0.66400000000000003","8.6999999999999994E-2","1",66.611705,"1","5142"
"43",43,"ILMN_1761093","B3GAT1","beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) (B3GAT1), transcript variant 2, mRNA.","Chr11: 133.754175",8.726,"N/A","N/A","N/A",0.6,146,0.000000000000001176,"0.46","-0.17499999999999999","11",133.754175,"1","27087"
"44",44,"ILMN_1773485","QKI","quaking homolog, KH domain RNA binding (mouse) (QKI), transcript variant 3, mRNA.","Chr6: 163.907760",7.718,"N/A","N/A","N/A",0.6,146,0.00000000000000127,"0.38600000000000001","--","6",163.90776,"1","9444"
"45",45,"ILMN_1794595","GAMT","guanidinoacetate N-methyltransferase (GAMT), transcript variant 1, mRNA.","Chr19: 1.350135",8.527,"N/A","N/A","N/A",0.596,146,0.00000000000000212,"0.55800000000000005","0.49099999999999999","19",1.350135,"1","2593"
"46",46,"ILMN_1688868","PLPP3","phosphatidic acid phosphatase type 2B (PPAP2B), transcript variant 1, mRNA.","Chr1: 56.733575",8.721,"N/A","N/A","N/A",0.595,146,0.000000000000002318,"0.39700000000000002","0.57499999999999996","1",56.733575,"1","8613"
"47",47,"ILMN_1711745","PPIB","peptidylprolyl isomerase B (cyclophilin B) (PPIB), mRNA.","Chr15: 62.235372",11.39,"N/A","N/A","N/A",0.595,146,0.000000000000002353,"0.45400000000000001","0.44600000000000001","15",62.235372,"1","5479"
"48",48,"ILMN_1720501","ABCA9","ATP-binding cassette, sub-family A (ABC1), member 9 (ABCA9), mRNA.","Chr17: 64.492665",7.56,"N/A","N/A","N/A",0.594,146,0.00000000000000265,"--","0.28799999999999998","17",64.492665,"1","10350"
"49",49,"ILMN_1719403","MTX1","metaxin 1 (MTX1), transcript variant 1, mRNA.","Chr1: 153.448558",7.187,"N/A","N/A","N/A",0.594,146,0.000000000000002761,"0.36899999999999999","-6.2E-2","1",153.448558,"1","4580"
"50",50,"ILMN_1733648","SNAP91","synaptosomal-associated protein, 91kDa homolog (mouse) (SNAP91), mRNA.","Chr6: 1.000000",16.349,"N/A","N/A","N/A",-0.592,146,0.000000000000003681,"--","-0.19","6",83.553,"-1","9892"
"51",51,"ILMN_1736135","TYW1","tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) (TYW1), mRNA.","Chr7: 66.341310",7.658,"N/A","N/A","N/A",0.591,146,0.000000000000003929,"--","0.114","7",66.34131,"1","55253"
"52",52,"ILMN_1801476","CDS1","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 (CDS1), mRNA.","Chr4: 85.789254",11.188,"N/A","N/A","N/A",-0.591,146,0.00000000000000398,"0.36599999999999999","-0.38300000000000001","4",85.789254,"-1","1040"
"53",53,"ILMN_1709666","TIMMDC1","chromosome 3 open reading frame 1 (C3orf1), mRNA.","Chr3: 120.725380",11.422,"N/A","N/A","N/A",0.589,146,0.000000000000005548,"--","--","3",120.72538,"1","51300"
"54",54,"ILMN_1676616","PTPRZ1","protein tyrosine phosphatase, receptor-type, Z polypeptide 1 (PTPRZ1), mRNA.","Chr7: 121.488416",10.149,"N/A","N/A","N/A",0.587,146,0.000000000000006619,"0.44900000000000001","-0.32200000000000001","7",121.488416,"1","5803"
"55",55,"ILMN_1727855","PEMT","phosphatidylethanolamine N-methyltransferase (PEMT), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr17: 17.435571",6.958,"N/A","N/A","N/A",0.587,146,0.000000000000006871,"0.49399999999999999","0.42699999999999999","17",17.435571,"1","10400"
"56",56,"ILMN_1671260","WLS","G protein-coupled receptor 177 (GPR177), transcript variant 2, mRNA.","Chr1: 68.384231",7.031,"N/A","N/A","N/A",0.587,146,0.000000000000006913,"--","0.193","1",68.384231,"1","79971"
"57",57,"ILMN_1764087","SYPL1","synaptophysin-like 1 (SYPL1), transcript variant 2, mRNA.","Chr7: 105.519514",8.689,"N/A","N/A","N/A",0.586,146,0.000000000000007375,"--","--","7",105.519514,"1","6856"
"58",58,"ILMN_1754912","GLE1","GLE1 RNA export mediator-like (yeast) (GLE1L), transcript variant 1, mRNA.","Chr9: 130.344264",11.012,"N/A","N/A","N/A",-0.585,146,0.000000000000008976,"--","-0.12","9",130.344264,"-1","2733"
"59",59,"ILMN_1751136","MAP1B","microtubule-associated protein 1B (MAP1B), transcript variant 1, mRNA.","Chr5: 71.538436",14.766,"N/A","N/A","N/A",-0.584,146,0.000000000000009816,"0.44600000000000001","--","5",71.538436,"-1","4131"
"60",60,"ILMN_1728742","FAXDC2","chromosome 5 open reading frame 4 (C5orf4), transcript variant 2, mRNA.","Chr5: 154.178616",8.243,"N/A","N/A","N/A",0.584,146,0.00000000000001034,"--","--","5",154.178616,"1","10826"
"61",61,"ILMN_1729374","ETFB","electron-transfer-flavoprotein, beta polypeptide (ETFB), transcript variant 1, mRNA.","Chr19: 56.561345",10.135,"N/A","N/A","N/A",0.582,146,0.00000000000001266,"--","0.76300000000000001","19",56.561345,"1","2109"
"62",62,"ILMN_1763972","TJP2","tight junction protein 2 (zona occludens 2) (TJP2), transcript variant 1, mRNA.","Chr9: 71.055900",7.364,"N/A","N/A","N/A",0.581,146,0.00000000000001544,"--","2.7E-2","9",71.0559,"1","9414"
"63",63,"ILMN_1725485","RGS17","regulator of G-protein signalling 17 (RGS17), mRNA.","Chr6: 153.373768",10.473,"N/A","N/A","N/A",-0.58,146,0.00000000000001643,"0.29799999999999999","-0.25900000000000001","6",153.373768,"-1","26575"
"64",64,"ILMN_1808157","RUNDC3B","Rap2-binding protein 9 (RPIB9), mRNA.","Chr7: 87.297603",12.024,"N/A","N/A","N/A",-0.58,146,0.00000000000001725,"--","--","7",87.297603,"-1","154661"
"66",66,"ILMN_1659753","LAMP2","lysosomal-associated membrane protein 2 (LAMP2), transcript variant LAMP2A, mRNA.","ChrX: 119.459696",7.825,"N/A","N/A","N/A",0.577,146,0.00000000000002483,"0.40600000000000003","0.69899999999999995","X",119.459696,"1","3920"
"67",67,"ILMN_1678579","CPT2","carnitine palmitoyltransferase II (CPT2), nuclear gene encoding mitochondrial protein, mRNA.","Chr1: 53.452206",7.838,"N/A","N/A","N/A",0.576,146,0.00000000000002997,"0.45400000000000001","0.55400000000000005","1",53.452206,"1","1376"
"68",68,"ILMN_1682270","FGFR2","fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome) (FGFR2), transcript variant 4, mRNA.","Chr10: 123.287913",6.832,"N/A","N/A","N/A",0.571,146,0.00000000000005561,"0.32","8.3000000000000004E-2","10",123.287913,"1","2263"
"69",69,"ILMN_1813314","HIST1H2BK","histone cluster 1, H2bk (HIST1H2BK), mRNA.","Chr6: 27.222496",6.848,"N/A","N/A","N/A",0.57,146,0.00000000000006038,"--","0.14199999999999999","6",27.222496,"1","85236"
"70",70,"ILMN_1783931","PLPP1","phosphatidic acid phosphatase type 2A (PPAP2A), transcript variant 2, mRNA.","Chr5: 54.756746",9.126,"N/A","N/A","N/A",0.57,146,0.000000000000062,"0.438","-4.5999999999999999E-2","5",54.756746,"1","8611"
"71",71,"ILMN_1684576","CLN8","chromosome 8 open reading frame 61 (C8orf61), mRNA.","Chr8: 1.721711",7.677,"N/A","N/A","N/A",0.569,146,0.0000000000000668,"--","--","8",1.721711,"1","2055"
"72",72,"ILMN_1743747","RUSC1","RUN and SH3 domain containing 1 (RUSC1), mRNA.","Chr1: 153.567467",14.235,"N/A","N/A","N/A",-0.569,146,0.00000000000006849,"--","3.9E-2","1",153.567467,"-1","23623"
"73",73,"ILMN_1781260","TTC19","tetratricopeptide repeat domain 19 (TTC19), mRNA.","Chr17: 15.872702",11.43,"N/A","N/A","N/A",-0.568,146,0.00000000000007333,"--","0.22800000000000001","17",15.872702,"-1","54902"
"74",74,"ILMN_1697787","HIP1","huntingtin interacting protein 1 (HIP1), mRNA.","Chr7: 75.001380",7.513,"N/A","N/A","N/A",0.568,146,0.00000000000007359,"0.42","3.5999999999999997E-2","7",75.00138,"1","3092"
"75",75,"ILMN_1658469","TP53TG1","TP53 activated protein 1 (TP53AP1), mRNA.","Chr7: 86.812428",7.163,"N/A","N/A","N/A",0.567,146,0.00000000000008218,"--","--","7",86.812428,"1","11257"
"76",76,"ILMN_1698121","ISOC1","isochorismatase domain containing 1 (ISOC1), mRNA.","ChrUn: 1.000000",7.331,"N/A","N/A","N/A",0.567,146,0.00000000000008267,"0.28399999999999997","0.39300000000000002","5",129.095,"1","51015"
"77",77,"ILMN_1782878","LRRC8D","leucine rich repeat containing 8 family, member D (LRRC8D), mRNA.","Chr1: 90.173692",9.014,"N/A","N/A","N/A",0.567,146,0.00000000000008272,"--","0.42299999999999999","1",90.173692,"1","55144"
"78",78,"ILMN_1683865","IFIT3","interferon-induced protein with tetratricopeptide repeats 3 (IFIT3), mRNA.","Chr10: 91.077758",6.944,"N/A","N/A","N/A",0.566,146,0.00000000000009619,"--","0.33400000000000002","10",91.077758,"1","3437"
"79",79,"ILMN_1731619","DAD1","defender against cell death 1 (DAD1), mRNA.","Chr14: 22.113868",12.949,"N/A","N/A","N/A",0.565,146,0.0000000000001099,"0.38500000000000001","0.13500000000000001","14",22.113868,"1","1603"
"80",80,"ILMN_1758938","SLC31A2","solute carrier family 31 (copper transporters), member 2 (SLC31A2), mRNA.","ChrUn: 1.000000",8.798,"N/A","N/A","N/A",0.564,146,0.0000000000001184,"--","3.3000000000000002E-2","9",113.151,"1","1318"
"81",81,"ILMN_1685194","CLDN10","claudin 10 (CLDN10), transcript variant 2, mRNA.","Chr13: 95.003169",7.932,"N/A","N/A","N/A",0.564,146,0.0000000000001192,"0.32800000000000001","-7.3999999999999996E-2","13",95.003169,"1","9071"
"82",82,"ILMN_1757910","HIP1R","huntingtin interacting protein 1 related (HIP1R), mRNA.","ChrUn: 1.000000",7.058,"N/A","N/A","N/A",0.563,146,0.0000000000001461,"0.36699999999999999","-7.2999999999999995E-2","12",122.834,"1","9026"
"83",83,"ILMN_1679858","CD9","CD9 molecule (CD9), mRNA.","Chr12: 6.217231",11.062,"N/A","N/A","N/A",0.562,146,0.0000000000001568,"0.38600000000000001","4.7E-2","12",6.217231,"1","928"
"84",84,"ILMN_1802338","HHLA3","HERV-H LTR-associating 3 (HHLA3), transcript variant 4, mRNA.","Chr1: 70.593264",6.975,"N/A","N/A","N/A",0.562,146,0.0000000000001589,"--","--","1",70.593264,"1","11147"
"85",85,"ILMN_1667213","DFFA","DNA fragmentation factor, 45kDa, alpha polypeptide (DFFA), transcript variant 1, mRNA.","Chr1: 10.443993",8.095,"N/A","N/A","N/A",0.562,146,0.0000000000001618,"0.47099999999999997","8.6999999999999994E-2","1",10.443993,"1","1676"
"86",86,"ILMN_1715635","ATP6V0E1","ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 (ATP6V0E1), mRNA.","Chr5: 172.379849",8.61,"N/A","N/A","N/A",0.561,146,0.0000000000001746,"0.223","--","5",172.379849,"1","8992"
"87",87,"ILMN_1751904","EDNRB","endothelin receptor type B (EDNRB), transcript variant 2, mRNA.","Chr13: 77.372706",7.957,"N/A","N/A","N/A",0.56,146,0.0000000000001891,"0.40200000000000002","0.46899999999999997","13",77.372706,"1","1910"
"88",88,"ILMN_1682935","LYPLAL1","lysophospholipase-like 1 (LYPLAL1), mRNA.","Chr1: 217.413915",7.826,"N/A","N/A","N/A",0.559,146,0.0000000000002125,"--","0.55300000000000005","1",217.413915,"1","127018"
"89",89,"ILMN_1792660","CAMSAP2","calmodulin regulated spectrin-associated protein 1-like 1 (CAMSAP1L1), mRNA.","Chr1: 199.096276",12.474,"N/A","N/A","N/A",-0.559,146,0.000000000000221,"0.221","-0.63800000000000001","1",199.096276,"-1","23271"
"90",90,"ILMN_1672608","PLPP3","phosphatidic acid phosphatase type 2B (PPAP2B), transcript variant 1, mRNA.","Chr1: 56.817352",7.085,"N/A","N/A","N/A",0.558,146,0.0000000000002393,"0.39700000000000002","0.57499999999999996","1",56.817352,"1","8613"
"91",91,"ILMN_1703132","LYRM2","LYR motif containing 2 (LYRM2), mRNA.","ChrUn: 1.000000",8.911,"N/A","N/A","N/A",0.558,146,0.0000000000002453,"--","0.55700000000000005","6",89.568,"1","57226"
"92",92,"ILMN_1665235","CRTAP","cartilage associated protein (CRTAP), mRNA.","ChrUn: 1.000000",7.484,"N/A","N/A","N/A",0.558,146,0.0000000000002501,"0.45600000000000002","0.25900000000000001","3",33.114,"1","10491"
"93",93,"ILMN_1663627","ELMO1","engulfment and cell motility 1 (ELMO1), transcript variant 1, mRNA.","Chr7: 37.019536",6.91,"N/A","N/A","N/A",0.554,146,0.0000000000004187,"0.38800000000000001","-0.52100000000000002","7",37.019536,"1","9844"
"94",94,"ILMN_1743299","PEX2","peroxisomal membrane protein 3, 35kDa (Zellweger syndrome) (PXMP3), transcript variant 2, mRNA.","ChrUn: 1.000000",8.586,"N/A","N/A","N/A",0.553,146,0.0000000000004723,"0.46400000000000002","0.64900000000000002","8",76.98,"1","5828"
"95",95,"ILMN_1673282","LAMP2","lysosomal-associated membrane protein 2 (LAMP2), transcript variant LAMP2A, mRNA.","ChrX: 119.449280",8.614,"N/A","N/A","N/A",0.552,146,0.0000000000004955,"0.40600000000000003","0.69899999999999995","X",119.44928,"1","3920"
"96",96,"ILMN_1727992","FEZ1","fasciculation and elongation protein zeta 1 (zygin I) (FEZ1), transcript variant 1, mRNA.","Chr11: 124.864600",10.935,"N/A","N/A","N/A",0.551,146,0.0000000000005905,"0.46300000000000002","-0.28299999999999997","11",124.8646,"1","9638"
"97",97,"ILMN_1799104","SPAG9","sperm associated antigen 9 (SPAG9), transcript variant 1, mRNA.","Chr17: 46.398579",9.368,"N/A","N/A","N/A",0.55,146,0.0000000000006482,"--","0.13700000000000001","17",46.398579,"1","9043"
"98",98,"ILMN_1749212","TMEM189.UBE2V1","ubiquitin-conjugating enzyme E2 variant 1 (Kua-UEV), transcript variant 1, mRNA.","Chr20: 48.193506",7,"N/A","N/A","N/A",0.549,146,0.0000000000007638,"--","--","20",48.193506,"1","387522"
"99",99,"ILMN_1777296","ACTB","actin, beta (ACTB), mRNA.","Chr7: 5.534602",14.58,"N/A","N/A","N/A",0.548,146,0.0000000000007848,"0.438","-6.0999999999999999E-2","7",5.534602,"1","60"
"100",100,"ILMN_1665335","DIABLO","diablo homolog (Drosophila) (DIABLO), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.","Chr12: 121.275170",7.212,"N/A","N/A","N/A",0.547,146,0.0000000000008766,"0.36899999999999999","-0.245","12",121.27517,"1","56616"
"101",101,"ILMN_1789283","PPP2R5C","protein phosphatase 2, regulatory subunit B', gamma isoform (PPP2R5C), transcript variant 4, mRNA.","Chr14: 101.430630",7.584,"N/A","N/A","N/A",0.547,146,0.0000000000008836,"0.33700000000000002","-0.17100000000000001","14",101.43063,"1","5527"
"102",102,"ILMN_1737272","MOG","myelin oligodendrocyte glycoprotein (MOG), transcript variant beta4, mRNA.","Chr6: 29.747535",7.777,"N/A","N/A","N/A",0.547,146,0.0000000000009083,"0.40100000000000002","-0.12","6",29.747535,"1","4340"
"103",103,"ILMN_1760245","TMEM42","transmembrane protein 42 (TMEM42), mRNA.","Chr3: 44.881919",8.509,"N/A","N/A","N/A",0.546,146,0.0000000000009855,"--","0.318","3",44.881919,"1","131616"
"104",104,"ILMN_1773935","TMEM165","transmembrane protein 165 (TMEM165), mRNA.","Chr4: 55.986642",7.655,"N/A","N/A","N/A",0.546,146,0.000000000001,"--","0.35099999999999998","4",55.986642,"1","55858"
"105",105,"ILMN_1668398","MSS51","zinc finger, MYND-type containing 17 (ZMYND17), mRNA.","Chr10: 74.853749",7.316,"N/A","N/A","N/A",-0.546,146,0.000000000001007,"--","-0.24099999999999999","10",74.853749,"-1","118490"
"106",106,"ILMN_1814333","SERPINI1","serpin peptidase inhibitor, clade I (neuroserpin), member 1 (SERPINI1), mRNA.","Chr3: 168.995188",8.76,"N/A","N/A","N/A",0.546,146,0.000000000001012,"0.45","-0.224","3",168.995188,"1","5274"
"107",107,"ILMN_1708516","PRTFDC1","phosphoribosyl transferase domain containing 1 (PRTFDC1), mRNA.","Chr10: 25.177959",8.166,"N/A","N/A","N/A",0.545,146,0.000000000001089,"--","--","10",25.177959,"1","56952"
"108",108,"ILMN_1749962","NCAM2","neural cell adhesion molecule 2 (NCAM2), mRNA.","Chr21: 21.832517",8.237,"N/A","N/A","N/A",0.545,146,0.000000000001115,"0.37","0.29799999999999999","21",21.832517,"1","4685"
"109",109,"ILMN_1710070","PCSK6","proprotein convertase subtilisin/kexin type 6 (PCSK6), transcript variant 6, mRNA.","Chr15: 99.742115",6.74,"N/A","N/A","N/A",0.545,146,0.000000000001122,"0.39700000000000002","0.48799999999999999","15",99.742115,"1","5046"
"110",110,"ILMN_1730765","DUSP22","dual specificity phosphatase 22 (DUSP22), mRNA.","Chr6: 0.256945",6.94,"N/A","N/A","N/A",0.545,146,0.000000000001188,"0.22800000000000001","0.20599999999999999","6",0.256945,"1","56940"
