"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign","symbol_change","orig.symbol","new.symbol"
127,"ILMN_1664756","KPNA4","karyopherin alpha 4 (importin alpha 3) (KPNA4), mRNA.","Chr3: 161.700944",11.287,"N/A","N/A","N/A",-0.529,146,0.000000000006591,"0.35299999999998999","0.28399999999998998",3840,"3","161.700943999999",-1,FALSE,"KPNA4","KPNA4"
130,"ILMN_1667846","GABARAPL1","GABA(A) receptor-associated protein like 1 (GABARAPL1), mRNA.","Chr12: 10.266882",16.345,"N/A","N/A","N/A",-0.527,146,0.00000000000844,"0.34300000000000003","0.487999999999992",23710,"12","10.266882000000001",-1,FALSE,"GABARAPL1","GABARAPL1"
133,"ILMN_1755818","BGLAP","bone gamma-carboxyglutamate (gla) protein (osteocalcin) (BGLAP), mRNA.","Chr1: 154.479179",7.551,"N/A","N/A","N/A",0.526,146,0.000000000008824,"--","--",632,"1","154.479178999998",1,FALSE,"BGLAP","BGLAP"
137,"ILMN_1782897","GPIAP1","GPI-anchored membrane protein 1 (GPIAP1), transcript variant 2, mRNA.","Chr11: 34.077093",12.358,"N/A","N/A","N/A",-0.523,146,0.00000000001205,"0.40600000000000003","--",4076,"11","34.0770929999996",-1,FALSE,"GPIAP1","GPIAP1"
140,"ILMN_1760954","DENR","density-regulated protein (DENR), mRNA.","Chr12: 121.821401",11.72,"N/A","N/A","N/A",-0.523,146,0.00000000001276,"0.13400000000000001","0.42",8562,"12","121.821400999999",-1,FALSE,"DENR","DENR"
146,"ILMN_1717586","OPTN","optineurin (OPTN), transcript variant 1, mRNA.","Chr10: 13.220117",13.087,"N/A","N/A","N/A",-0.521,146,0.00000000001553,"0.365999999999996","7.0000000000000007E-2",10133,"10","13.220117",-1,FALSE,"OPTN","OPTN"
148,"ILMN_1722858","PPP2CA","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform (PPP2CA), mRNA.","Chr5: 133.560705",14.738,"N/A","N/A","N/A",-0.521,146,0.00000000001609,"0.39600000000000002","0.362999999999992",5515,"5","133.56070500000001",-1,FALSE,"PPP2CA","PPP2CA"
151,"ILMN_1770127","DNAJA2","DnaJ (Hsp40) homolog, subfamily A, member 2 (DNAJA2), mRNA.","Chr16: 45.547931",13.438,"N/A","N/A","N/A",-0.52,146,0.00000000001805,"0.29199999999998999","0.193",10294,"16","45.5479309999997",-1,FALSE,"DNAJA2","DNAJA2"
152,"ILMN_1728049","S100A16","S100 calcium binding protein A16 (S100A16), mRNA.","Chr1: 151.846339",8.402,"N/A","N/A","N/A",0.519,146,0.0000000000185,"0.35699999999998999","8.5000000000000006E-2",140576,"1","151.846339",1,FALSE,"S100A16","S100A16"
156,"ILMN_1656899","CIB1","calcium and integrin binding 1 (calmyrin) (CIB1), mRNA.","Chr15: 88.574653",9.893,"N/A","N/A","N/A",0.518,146,0.00000000002148,"0.40500000000000003","5.8000000000000003E-2",10519,"15","88.5746529999996",1,FALSE,"CIB1","CIB1"
158,"ILMN_1781386","WIPI1","WD repeat domain, phosphoinositide interacting 1 (WIPI1), mRNA.","Chr17: 63.929323",7.744,"N/A","N/A","N/A",0.518,146,0.0000000000223,"--","0.211999999999998",55062,"17","63.9293229999994",1,FALSE,"WIPI1","WIPI1"
160,"ILMN_1656837","RBP1","retinol binding protein 1, cellular (RBP1), mRNA.","Chr3: 140.719991",9.861,"N/A","N/A","N/A",0.517,146,0.00000000002276,"0.40400000000000003","0.16900000000000001",5947,"3","140.719990999999",1,FALSE,"RBP1","RBP1"
164,"ILMN_1688633","CLCN2","chloride channel 2 (CLCN2), mRNA.","Chr3: 185.552570",6.986,"N/A","N/A","N/A",0.516,146,0.00000000002518,"0.39500000000000002","7.0000000000000001E-3",1181,"3","185.55257",1,FALSE,"CLCN2","CLCN2"
166,"ILMN_1789614","TPT1","tumor protein, translationally-controlled 1 (TPT1), mRNA.","Chr13: 44.812852",17.317,"N/A","N/A","N/A",0.516,146,0.0000000000259,"--","0.205999999999992",7178,"13","44.8128519999999",1,FALSE,"TPT1","TPT1"
167,"ILMN_1809632","NEFM","neurofilament, medium polypeptide 150kDa (NEFM), mRNA.","Chr8: 24.832236",10.127,"N/A","N/A","N/A",-0.516,146,0.00000000002694,"0.315","-0.26100000000000001",4741,"8","24.832236000000002",-1,FALSE,"NEFM","NEFM"
178,"ILMN_1768007","MGC35154","hypothetical protein MGC35154 (MGC35154), mRNA.","Chr2: 232.167163",6.725,"N/A","N/A","N/A",-0.512,146,0.00000000003988,"--","--",165100,"2","232.167162999998",-1,FALSE,"MGC35154","MGC35154"
184,"ILMN_1784783","NME5","non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase) (NME5), mRNA.","Chr5: 137.478823",9.738,"N/A","N/A","N/A",-0.509,146,0.00000000005223,"0.35799999999998999","-0.39500000000000002",8382,"5","137.47882300000001",-1,FALSE,"NME5","NME5"
185,"ILMN_1681249","KIF21A","kinesin family member 21A (KIF21A), mRNA.","Chr12: 37.973565",12.831,"N/A","N/A","N/A",-0.507,146,0.00000000006331,"0.33100000000000002","-2.5999999999999902E-2",55605,"12","37.973565000000001",-1,FALSE,"KIF21A","KIF21A"
188,"ILMN_1791702","SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (SMARCA2), transcript variant 2, mRNA.","Chr9: 2.183501",13.491,"N/A","N/A","N/A",-0.507,146,0.00000000006649,"--","-3.59999999999999E-2",6595,"9","2.1835010000000001",-1,FALSE,"SMARCA2","SMARCA2"
190,"ILMN_1661683","THRA","thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian) (THRA), transcript variant 1, mRNA.","Chr17: 35.499036",10.908,"N/A","N/A","N/A",0.506,146,0.00000000007125,"--","0.125",7067,"17","35.4990359999994",1,FALSE,"THRA","THRA"
193,"ILMN_1689446","EIF3S4","eukaryotic translation initiation factor 3, subunit 4 delta, 44kDa (EIF3S4), mRNA.","Chr19: 10.087258",11.472,"N/A","N/A","N/A",0.505,146,0.00000000007837,"--","--",8666,"19","10.087258",1,FALSE,"EIF3S4","EIF3S4"
194,"ILMN_1664614","FAU","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30 (FAU), mRNA.","Chr11: 64.645077",15.114,"N/A","N/A","N/A",0.505,146,0.00000000007854,"0.40200000000000002","5.2999999999999901E-2",2197,"11","64.645077000000001",1,FALSE,"FAU","FAU"
196,"ILMN_1667948","SPATA18","spermatogenesis associated 18 homolog (rat) (SPATA18), mRNA.","Chr4: 52.657892",6.892,"N/A","N/A","N/A",-0.505,146,0.00000000007893,"--","-0.56599999999998996",132671,"4","52.6578919999994",-1,FALSE,"SPATA18","SPATA18"
198,"ILMN_1782543","EEF1D","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) (EEF1D), transcript variant 2, mRNA.","Chr8: 144.733989",9.062,"N/A","N/A","N/A",0.505,146,0.00000000008025,"0.32","-0.366999999999997",1936,"8","144.73398900000001",1,FALSE,"EEF1D","EEF1D"
202,"ILMN_1815107","MATR3","matrin 3 (MATR3), transcript variant 2, mRNA.","Chr5: 138.693821",15.273,"N/A","N/A","N/A",-0.503,146,0.00000000009551,"--","-0.613999999999994",9782,"5","138.69382100000001",-1,FALSE,"MATR3","MATR3"
207,"ILMN_1666615","PREPL","prolyl endopeptidase-like (PREPL), mRNA.","Chr2: 44.399027",13.767,"N/A","N/A","N/A",-0.502,146,0.0000000001102,"0.487999999999992","-0.125",9581,"2","44.3990269999994",-1,FALSE,"PREPL","PREPL"
210,"ILMN_1806432","NT5C","5', 3'-nucleotidase, cytosolic (NT5C), mRNA.","Chr17: 70.637956",9.71,"N/A","N/A","N/A",0.5,146,0.0000000001327,"0.377","2.8000000000000001E-2",30833,"17","70.637956000000003",1,FALSE,"NT5C","NT5C"
216,"ILMN_1802519","VPS36","vacuolar protein sorting 36 homolog (S. cerevisiae) (VPS36), mRNA.","Chr13: 51.884871",10.817,"N/A","N/A","N/A",-0.498,146,0.0000000001623,"--","-0.27500000000000002",51028,"13","51.8848709999994",-1,FALSE,"VPS36","VPS36"
221,"ILMN_1685653","RPS17","ribosomal protein S17 (RPS17), mRNA.","Chr15: 80.611577",12.187,"N/A","N/A","N/A",0.496,146,0.0000000001854,"0.127","8.2000000000000003E-2",6218,"15","80.6115769999995",1,FALSE,"RPS17","RPS17"
222,"ILMN_1657204","SAE1","SUMO1 activating enzyme subunit 1 (SAE1), mRNA.","Chr19: 52.405148",14.266,"N/A","N/A","N/A",-0.496,146,0.0000000001856,"0.25900000000000001","-0.23200000000000001",10055,"19","52.4051479999995",-1,FALSE,"SAE1","SAE1"
225,"ILMN_1789618","FER","fer (fps/fes related) tyrosine kinase (phosphoprotein NCP94) (FER), mRNA.","ChrUn: 1.000000",7.282,"N/A","N/A","N/A",0.496,146,0.0000000001952,"0.36","--",2241,"5","108.747822",1,FALSE,"FER","FER"
236,"ILMN_1709348","ALDH1A1","aldehyde dehydrogenase 1 family, member A1 (ALDH1A1), mRNA.","Chr9: 74.710736",10.324,"N/A","N/A","N/A",0.494,146,0.0000000002294,"0.47799999999998999","0.22900000000000001",216,"9","74.7107359999995",1,FALSE,"ALDH1A1","ALDH1A1"
248,"ILMN_1683175","C9orf23","chromosome 9 open reading frame 23 (C9orf23), transcript variant 2, mRNA.","Chr9: 34.600743",9.432,"N/A","N/A","N/A",0.492,146,0.000000000281,"--","--",138716,"9","34.600743000000001",1,TRUE,"C9ORF23","C9orf23"
252,"ILMN_1807240","RPS9","ribosomal protein S9 (RPS9), mRNA.","Chr19: 59.401989",14.179,"N/A","N/A","N/A",0.491,146,0.0000000003,"--","8.1000000000000003E-2",6203,"19","59.401989",1,FALSE,"RPS9","RPS9"
254,"ILMN_1711543","C14orf169","chromosome 14 open reading frame 169 (C14orf169), mRNA.","ChrUn: 1.000000",8.008,"N/A","N/A","N/A",-0.491,146,0.0000000003191,"0.251","--",79697,"14","73.490964000000005",-1,TRUE,"C14ORF169","C14orf169"
256,"ILMN_1765257","CINP","cyclin-dependent kinase 2-interacting protein (CINP), mRNA.","Chr14: 101.884591",7.276,"N/A","N/A","N/A",0.491,146,0.0000000003221,"--","--",51550,"14","101.884591",1,FALSE,"CINP","CINP"
258,"ILMN_1781010","ARHGEF3","Rho guanine nucleotide exchange factor (GEF) 3 (ARHGEF3), mRNA.","Chr3: 56.736615",13.146,"N/A","N/A","N/A",-0.49,146,0.0000000003542,"0.20399999999998999","0.223",50650,"3","56.736615",-1,FALSE,"ARHGEF3","ARHGEF3"
259,"ILMN_1806017","PSME1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) (PSME1), transcript variant 1, mRNA.","Chr14: 23.677566",11.543,"N/A","N/A","N/A",0.49,146,0.0000000003582,"0.39500000000000002","0.54100000000000004",5720,"14","23.6775659999998",1,FALSE,"PSME1","PSME1"
260,"ILMN_1665547","CADPS","Ca2+-dependent secretion activator (CADPS), transcript variant 3, mRNA.","Chr3: 62.359434",10.843,"N/A","N/A","N/A",-0.489,146,0.0000000003764,"0.34","-0.252",8618,"3","62.359434",-1,FALSE,"CADPS","CADPS"
261,"ILMN_1702197","C9orf140","chromosome 9 open reading frame 140 (C9orf140), mRNA.","Chr9: 139.076854",7.711,"N/A","N/A","N/A",0.489,146,0.0000000003863,"0.34899999999998998","--",89958,"9","139.076854",1,TRUE,"C9ORF140","C9orf140"
265,"ILMN_1721916","PRR23B","hypothetical gene supported by AK127998 (LOC389151), mRNA.","Chr3: 140.221245",6.606,"N/A","N/A","N/A",-0.488,146,0.0000000003991,"--","--",389151,"3","140.22124500000001",-1,TRUE,"LOC389151","PRR23B"
266,"ILMN_1759652","C1orf61","chromosome 1 open reading frame 61 (C1orf61), mRNA.","Chr1: 154.640806",14.35,"N/A","N/A","N/A",0.488,146,0.0000000004013,"--","--",10485,"1","154.640806",1,TRUE,"C1ORF61","C1orf61"
267,"ILMN_1720992","IFITM5","interferon induced transmembrane protein 5 (IFITM5), mRNA.","Chr11: 0.288262",6.559,"N/A","N/A","N/A",-0.487,146,0.0000000004421,"0.38100000000000001","2.1999999999999902E-2",387733,"11","0.28826200000000002",-1,FALSE,"IFITM5","IFITM5"
274,"ILMN_1717786","ATG5","ATG5 autophagy related 5 homolog (S. cerevisiae) (ATG5), mRNA.","Chr6: 106.739267",8.442,"N/A","N/A","N/A",-0.486,146,0.0000000004992,"0.34399999999998998","0.68300000000000005",9474,"6","106.739267",-1,FALSE,"ATG5","ATG5"
275,"ILMN_1800270","GABRG2","gamma-aminobutyric acid (GABA) A receptor, gamma 2 (GABRG2), transcript variant 1, mRNA.","Chr5: 161.515018",12.586,"N/A","N/A","N/A",-0.486,146,0.0000000005179,"0.45500000000000002","-0.205999999999992",2566,"5","161.515018",-1,FALSE,"GABRG2","GABRG2"
277,"ILMN_1721128","TOMM34","translocase of outer mitochondrial membrane 34 (TOMM34), nuclear gene encoding mitochondrial protein, mRNA.","Chr20: 43.004368",12.454,"N/A","N/A","N/A",-0.485,146,0.0000000005328,"--","-0.498",10953,"20","43.0043679999999",-1,FALSE,"TOMM34","TOMM34"
281,"ILMN_1782863","FAM83B","family with sequence similarity 83, member B (FAM83B), mRNA.","Chr6: 54.914474",6.563,"N/A","N/A","N/A",-0.485,146,0.0000000005647,"--","--",222584,"6","54.9144739999998",-1,FALSE,"FAM83B","FAM83B"
284,"ILMN_1751452","NDFIP1","Nedd4 family interacting protein 1 (NDFIP1), mRNA.","Chr5: 141.512868",12.367,"N/A","N/A","N/A",-0.484,146,0.0000000005944,"0.41899999999998999","0.26400000000000001",80762,"5","141.512868",-1,FALSE,"NDFIP1","NDFIP1"
287,"ILMN_1709451","TFPT","TCF3 (E2A) fusion partner (in childhood Leukemia) (TFPT), mRNA.","Chr19: 59.302280",10.53,"N/A","N/A","N/A",0.483,146,0.0000000006557,"--","-0.29099999999998999",29844,"19","59.302280000000003",1,FALSE,"TFPT","TFPT"
292,"ILMN_1722851","LOC401589","hypothetical protein LOC401589 (LOC401589), mRNA.","ChrX: 51.814040",6.628,"N/A","N/A","N/A",-0.481,146,0.0000000007812,"--","--",401589,"X","52.0511699999999",-1,FALSE,"LOC401589","LOC401589"
294,"ILMN_1685088","RPL36","ribosomal protein L36 (RPL36), transcript variant 1, mRNA.","Chr19: 5.641560",13.862,"N/A","N/A","N/A",0.481,146,0.0000000008003,"--","6.3E-2",25873,"19","5.6415600000000001",1,FALSE,"RPL36","RPL36"
296,"ILMN_1805609","LIPI","lipase, member I (LIPI), mRNA.","Chr21: 14.438864",6.58,"N/A","N/A","N/A",-0.481,146,0.0000000008363,"0.33400000000000002","0.246",149998,"21","14.438864000000001",-1,FALSE,"LIPI","LIPI"
302,"ILMN_1764721","RPL8","ribosomal protein L8 (RPL8), transcript variant 1, mRNA.","Chr8: 145.986601",15.859,"N/A","N/A","N/A",0.479,146,0.0000000009792,"--","-0.08",6132,"8","145.98660100000001",1,FALSE,"RPL8","RPL8"
303,"ILMN_1740587","RPS11","ribosomal protein S11 (RPS11), mRNA.","Chr19: 54.692645",16.395,"N/A","N/A","N/A",0.479,146,0.0000000009842,"--","9.5000000000000001E-2",6205,"19","54.6926449999998",1,FALSE,"RPS11","RPS11"
304,"ILMN_1739345","C11orf48","chromosome 11 open reading frame 48 (C11orf48), mRNA.","Chr11: 62.187195",10.228,"N/A","N/A","N/A",0.479,146,0.0000000009922,"--","--",79081,"11","62.187195000000003",1,TRUE,"C11ORF48","C11orf48"
308,"ILMN_1794190","CCPG1","cell cycle progression 1 (CCPG1), transcript variant 1, mRNA.","Chr15: 53.435212",11.05,"N/A","N/A","N/A",-0.477,146,0.000000001114,"--","-4.8000000000000001E-2",9236,"15","53.435212",-1,FALSE,"CCPG1","CCPG1"
309,"ILMN_1752927","KIAA1600","KIAA1600 (KIAA1600), mRNA.","Chr10: 116.614178",10.035,"N/A","N/A","N/A",-0.477,146,0.000000001126,"--","--",57700,"10","116.614178",-1,FALSE,"KIAA1600","KIAA1600"
310,"ILMN_1705153","NEFH","neurofilament, heavy polypeptide 200kDa (NEFH), mRNA.","Chr22: 28.217129",12.649,"N/A","N/A","N/A",-0.477,146,0.000000001132,"0.302999999999995","-0.316",4744,"22","28.217129",-1,FALSE,"NEFH","NEFH"
316,"ILMN_1814120","PECR","peroxisomal trans-2-enoyl-CoA reductase (PECR), mRNA.","Chr2: 216.612179",7.499,"N/A","N/A","N/A",0.476,146,0.000000001304,"0.33100000000000002","0.53600000000000003",55825,"2","216.612179",1,FALSE,"PECR","PECR"
318,"ILMN_1687703","TRIM37","tripartite motif-containing 37 (TRIM37), transcript variant 1, mRNA.","Chr17: 54.430568",13.231,"N/A","N/A","N/A",-0.475,146,0.000000001404,"--","-0.371",4591,"17","54.430568000000001",-1,FALSE,"TRIM37","TRIM37"
319,"ILMN_1708098","LIX1L","Lix1 homolog (mouse)-like (LIX1L), mRNA.","Chr1: 144.210122",7.319,"N/A","N/A","N/A",0.474,146,0.000000001488,"--","0.16400000000000001",128077,"1","144.21012200000001",1,FALSE,"LIX1L","LIX1L"
320,"ILMN_1766010","YARS","tyrosyl-tRNA synthetase (YARS), mRNA.","Chr1: 33.013456",13.504,"N/A","N/A","N/A",-0.474,146,0.000000001509,"--","-0.22",8565,"1","33.0134559999996",-1,FALSE,"YARS","YARS"
321,"ILMN_1697548","LPHN2","latrophilin 2 (LPHN2), mRNA.","Chr1: 82.230373",10.233,"N/A","N/A","N/A",-0.474,146,0.000000001532,"--","0.25",23266,"1","82.230373",-1,FALSE,"LPHN2","LPHN2"
322,"ILMN_1760774","SMAP1","stromal membrane-associated protein 1 (SMAP1), transcript variant 1, mRNA.","ChrUn: 1.000000",11.112,"N/A","N/A","N/A",-0.474,146,0.000000001556,"--","-0.33",60682,"6","70.667776000000003",-1,FALSE,"SMAP1","SMAP1"
324,"ILMN_1652244","POPDC3","popeye domain containing 3 (POPDC3), mRNA.","Chr6: 105.712618",8.397,"N/A","N/A","N/A",-0.474,146,0.000000001578,"--","1.2999999999999901E-2",64208,"6","105.71261800000001",-1,FALSE,"POPDC3","POPDC3"
327,"ILMN_1765310","TCEAL2","transcription elongation factor A (SII)-like 2 (TCEAL2), mRNA.","ChrX: 101.269209",15.7,"N/A","N/A","N/A",-0.473,146,0.000000001646,"--","--",140597,"X","101.269209",-1,FALSE,"TCEAL2","TCEAL2"
329,"ILMN_1780582","CD83","CD83 molecule (CD83), transcript variant 2, mRNA.","Chr6: 14.244562",8.973,"N/A","N/A","N/A",-0.473,146,0.000000001691,"0.35899999999998999","-0.03",9308,"6","14.244562",-1,FALSE,"CD83","CD83"
336,"ILMN_1690807","MKL2","MKL/myocardin-like 2 (MKL2), mRNA.","Chr16: 14.267777",9.078,"N/A","N/A","N/A",-0.471,146,0.000000001953,"0.26200000000000001","-7.9000000000000001E-2",57496,"16","14.267777000000001",-1,FALSE,"MKL2","MKL2"
337,"ILMN_1810533","SLC6A15","solute carrier family 6, member 15 (SLC6A15), transcript variant 1, mRNA.","Chr12: 83.777831",9.442,"N/A","N/A","N/A",-0.471,146,0.000000001961,"--","-8.0000000000000002E-3",55117,"12","83.777831000000006",-1,FALSE,"SLC6A15","SLC6A15"
338,"ILMN_1748697","LIN28B","lin-28 homolog B (C. elegans) (LIN28B), mRNA.","Chr6: 105.637736",7.013,"N/A","N/A","N/A",-0.471,146,0.00000000199,"0.423999999999991","0.144999999999993",389421,"6","105.637736",-1,FALSE,"LIN28B","LIN28B"
339,"ILMN_1742544","MEF2C","MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C) (MEF2C), mRNA.","Chr5: 88.052034",13.248,"N/A","N/A","N/A",-0.471,146,0.000000002054,"0.38400000000000001","-9.2999999999999902E-2",4208,"5","88.052034000000006",-1,FALSE,"MEF2C","MEF2C"
340,"ILMN_1659801","ATP6V1C1","ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 (ATP6V1C1), transcript variant 2, mRNA.","Chr8: 104.154180",10.696,"N/A","N/A","N/A",-0.47,146,0.000000002081,"0.2","-0.33500000000000002",528,"8","104.15418",-1,FALSE,"ATP6V1C1","ATP6V1C1"
341,"ILMN_1703006","MTCH1","mitochondrial carrier homolog 1 (C. elegans) (MTCH1), nuclear gene encoding mitochondrial protein, mRNA.","Chr6: 37.043993",16.491,"N/A","N/A","N/A",-0.47,146,0.000000002134,"0.237999999999992","0.41899999999998999",23787,"6","37.043993",-1,FALSE,"MTCH1","MTCH1"
346,"ILMN_1813671","SLC25A1","solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 (SLC25A1), mRNA.","Chr22: 17.543460",7.668,"N/A","N/A","N/A",0.469,146,0.000000002365,"--","0.6",6576,"22","17.54346",1,FALSE,"SLC25A1","SLC25A1"
350,"ILMN_1679299","IGSF1","immunoglobulin superfamily, member 1 (IGSF1), transcript variant 1, mRNA.","ChrX: 130.235329",7.339,"N/A","N/A","N/A",0.468,146,0.000000002543,"--","0.13500000000000001",3547,"X","130.23532900000001",1,FALSE,"IGSF1","IGSF1"
353,"ILMN_1793549","PTPN4","protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) (PTPN4), mRNA.","Chr2: 120.451383",9.382,"N/A","N/A","N/A",-0.467,146,0.000000002706,"0.35599999999998999","-0.47",5775,"2","120.45138300000001",-1,FALSE,"PTPN4","PTPN4"
354,"ILMN_1815878","C11orf59","chromosome 11 open reading frame 59 (C11orf59), mRNA.","Chr11: 71.486120",11.14,"N/A","N/A","N/A",0.467,146,0.00000000277,"0.29599999999998999","--",55004,"11","71.48612",1,TRUE,"C11ORF59","C11orf59"
355,"ILMN_1664001","ARSF","arylsulfatase F (ARSF), mRNA.","ChrX: 3.040427",7.253,"N/A","N/A","N/A",0.467,146,0.000000002836,"--","--",416,"X","3.0404270000000002",1,FALSE,"ARSF","ARSF"
357,"ILMN_1812526","TGFB2","transforming growth factor, beta 2 (TGFB2), mRNA.","Chr1: 216.677386",6.794,"N/A","N/A","N/A",0.466,146,0.000000003047,"--","-0.23",7042,"1","216.67738600000001",1,FALSE,"TGFB2","TGFB2"
359,"ILMN_1709269","CDH12","cadherin 12, type 2 (N-cadherin 2) (CDH12), mRNA.","Chr5: 21.787075",8.468,"N/A","N/A","N/A",-0.466,146,0.000000003177,"0.23599999999999","-0.28399999999998998",1010,"5","21.787075000000002",-1,FALSE,"CDH12","CDH12"
360,"ILMN_1765796","ENO2","enolase 2 (gamma, neuronal) (ENO2), mRNA.","Chr12: 6.902932",15.951,"N/A","N/A","N/A",-0.465,146,0.000000003236,"0.53900000000000003","-0.153",2026,"12","6.9029319999999901",-1,FALSE,"ENO2","ENO2"
