"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign","symbol_change","orig.symbol","new.symbol"
19,"ILMN_1751904","EDNRB","endothelin receptor type B (EDNRB), transcript variant 2, mRNA.","Chr13: 77.372706",7.959,"N/A","N/A","N/A",0.634,146,0.000000000000000009128,"0.40200000000000002","0.46899999999998998",1910,"13","77.372705999999297",1,FALSE,"EDNRB","EDNRB"
21,"ILMN_1695299","PDLIM3","PDZ and LIM domain 3 (PDLIM3), mRNA.","Chr4: 186.660434",7.493,"N/A","N/A","N/A",0.625,146,0.00000000000000003354,"0.29699999999998999","-0.15",27295,"4","186.66043400000001",1,FALSE,"PDLIM3","PDLIM3"
22,"ILMN_1766446","C6orf48","chromosome 6 open reading frame 48 (C6orf48), mRNA.","Chr6: 31.910927",8.371,"N/A","N/A","N/A",0.621,146,0.00000000000000006121,"--","--",50854,"6","31.910927000000001",1,TRUE,"C6ORF48","C6orf48"
23,"ILMN_1784410","UBP1","upstream binding protein 1 (LBP-1a) (UBP1), mRNA.","Chr3: 33.405150",11.169,"N/A","N/A","N/A",-0.61,146,0.0000000000000002841,"--","0.17199999999998999",7342,"3","33.4051499999999",-1,FALSE,"UBP1","UBP1"
24,"ILMN_1713031","PGCP","plasma glutamate carboxypeptidase (PGCP), mRNA.","Chr8: 98.147487",7.5,"N/A","N/A","N/A",0.61,146,0.0000000000000002999,"0.27800000000000002","0.59799999999998998",10404,"8","98.1474869999997",1,FALSE,"PGCP","PGCP"
25,"ILMN_1684461","CADPS2","Ca2+-dependent activator protein for secretion 2 (CADPS2), transcript variant 2, mRNA.","Chr7: 121.746734",11.101,"N/A","N/A","N/A",-0.609,146,0.0000000000000003547,"0.41199999999998999","8.4000000000000005E-2",93664,"7","121.746734",-1,FALSE,"CADPS2","CADPS2"
26,"ILMN_1711745","PPIB","peptidylprolyl isomerase B (cyclophilin B) (PPIB), mRNA.","Chr15: 62.235372",11.728,"N/A","N/A","N/A",0.604,146,0.0000000000000007318,"0.45400000000000001","0.44600000000000001",5479,"15","62.2353719999997",1,FALSE,"PPIB","PPIB"
27,"ILMN_1653115","ECH1","enoyl Coenzyme A hydratase 1, peroxisomal (ECH1), mRNA.","Chr19: 43.998177",11.912,"N/A","N/A","N/A",0.603,146,0.0000000000000008585,"0.29099999999998999","0.741999999999997",1891,"19","43.9981769999997",1,FALSE,"ECH1","ECH1"
28,"ILMN_1716445","DTYMK","deoxythymidylate kinase (thymidylate kinase) (DTYMK), mRNA.","Chr2: 242.273869",7.503,"N/A","N/A","N/A",0.602,146,0.0000000000000009544,"0.34499999999998998","-0.27700000000000002",1841,"2","242.273868999999",1,FALSE,"DTYMK","DTYMK"
29,"ILMN_1771921","HSCB","HscB iron-sulfur cluster co-chaperone homolog (E. coli) (HSCB), mRNA.","Chr22: 27.470632",7.327,"N/A","N/A","N/A",0.599,146,0.000000000000001464,"--","9.1999999999999901E-2",150274,"22","27.4706319999997",1,FALSE,"HSCB","HSCB"
31,"ILMN_1746846","TTLL4","tubulin tyrosine ligase-like family, member 4 (TTLL4), mRNA.","Chr2: 219.327220",7.116,"N/A","N/A","N/A",0.59,146,0.000000000000004426,"--","-0.242999999999998",9654,"2","219.32722000000001",1,FALSE,"TTLL4","TTLL4"
35,"ILMN_1711810","PNKD","paroxysmal nonkinesiogenic dyskinesia (PNKD), transcript variant 1, mRNA.","Chr2: 218.844420",8.805,"N/A","N/A","N/A",0.585,146,0.000000000000008919,"0.60099999999998999","0.315",25953,"2","218.84442000000001",1,FALSE,"PNKD","PNKD"
36,"ILMN_1761797","CSTB","cystatin B (stefin B) (CSTB), mRNA.","Chr21: 44.018978",12.572,"N/A","N/A","N/A",0.585,146,0.000000000000009065,"0.53900000000000003","0.26900000000000002",1476,"21","44.0189779999995",1,FALSE,"CSTB","CSTB"
37,"ILMN_1652306","MEGF10","multiple EGF-like-domains 10 (MEGF10), mRNA.","Chr5: 126.823254",7.313,"N/A","N/A","N/A",0.585,146,0.000000000000009169,"0.315","-0.216",84466,"5","126.82325400000001",1,FALSE,"MEGF10","MEGF10"
41,"ILMN_1769705","H3F3C","similar to H3 histone, family 3B (LOC440093), mRNA.","Chr12: 31.836086",10.615,"N/A","N/A","N/A",0.579,146,0.00000000000001817,"--","--",440093,"12","31.836086000000002",1,TRUE,"LOC440093","H3F3C"
43,"ILMN_1745885","POLR2F","polymerase (RNA) II (DNA directed) polypeptide F (POLR2F), mRNA.","Chr22: 36.693578",11.931,"N/A","N/A","N/A",0.578,146,0.00000000000002207,"0.206999999999993","0.33100000000000002",5435,"22","36.693578000000002",1,FALSE,"POLR2F","POLR2F"
45,"ILMN_1757910","HIP1R","huntingtin interacting protein 1 related (HIP1R), mRNA.","ChrUn: 1.000000",7.296,"N/A","N/A","N/A",0.577,146,0.00000000000002392,"0.366999999999997","-7.2999999999999801E-2",9026,"12","122.834453",1,FALSE,"HIP1R","HIP1R"
46,"ILMN_1737074","RPS2P8","similar to ribosomal protein S2, transcript variant 3 (LOC440589), mRNA.","ChrUn: 1.000000",14.823,"N/A","N/A","N/A",0.576,146,0.00000000000002736,"--","--",440589,NA,NA,1,TRUE,"LOC440589","RPS2P8"
47,"ILMN_1720053","ZFAND3","zinc finger, AN1-type domain 3 (ZFAND3), mRNA.","Chr6: 38.229892",8.374,"N/A","N/A","N/A",0.576,146,0.00000000000002924,"--","0.56899999999998996",60685,"6","38.229892",1,FALSE,"ZFAND3","ZFAND3"
48,"ILMN_1724895","CLU","clusterin (CLU), transcript variant 2, mRNA.","Chr8: 27.524606",7.522,"N/A","N/A","N/A",0.575,146,0.00000000000003021,"0.46400000000000002","0.183",1191,"8","27.5246059999998",1,FALSE,"CLU","CLU"
49,"ILMN_1789136","SERF2","small EDRK-rich factor 2 (SERF2), mRNA.","Chr15: 41.872465",12.961,"N/A","N/A","N/A",0.575,146,0.00000000000003148,"--","0.441",10169,"15","41.8724649999997",1,FALSE,"SERF2","SERF2"
50,"ILMN_1802251","PTTG1IP","pituitary tumor-transforming 1 interacting protein (PTTG1IP), mRNA.","Chr21: 45.094674",10.042,"N/A","N/A","N/A",0.575,146,0.00000000000003221,"0.20399999999998999","0.63200000000000001",754,"21","45.0946739999996",1,FALSE,"PTTG1IP","PTTG1IP"
51,"ILMN_1672650","PKM2","pyruvate kinase, muscle (PKM2), transcript variant 1, mRNA.","Chr15: 70.281933",7.285,"N/A","N/A","N/A",0.575,146,0.0000000000000324,"0.430999999999999","-0.29399999999998999",5315,"15","70.281932999999299",1,FALSE,"PKM2","PKM2"
52,"ILMN_1701832","RPL19","ribosomal protein L19 (RPL19), mRNA.","Chr17: 34.612209",15.533,"N/A","N/A","N/A",0.575,146,0.00000000000003368,"0.437","0.25",6143,"17","34.612209",1,FALSE,"RPL19","RPL19"
54,"ILMN_1738103","COPE","coatomer protein complex, subunit epsilon (COPE), transcript variant 2, mRNA.","Chr19: 18.871723",11.085,"N/A","N/A","N/A",0.572,146,0.00000000000004927,"--","0.44400000000000001",11316,"19","18.8717229999999",1,FALSE,"COPE","COPE"
55,"ILMN_1678323","AASS","aminoadipate-semialdehyde synthase (AASS), mRNA.","Chr7: 121.503892",7.132,"N/A","N/A","N/A",0.571,146,0.00000000000005166,"0.54100000000000004","0.45300000000000001",10157,"7","121.503891999999",1,FALSE,"AASS","AASS"
56,"ILMN_1707534","NKRF","NF-kappaB repressing factor (NKRF), mRNA.","ChrX: 118.606567",9.532,"N/A","N/A","N/A",-0.571,146,0.00000000000005443,"0.376","-0.107",55922,"X","118.606567",-1,FALSE,"NKRF","NKRF"
57,"ILMN_1666635","RPS14","ribosomal protein S14 (RPS14), transcript variant 2, mRNA.","Chr5: 149.806595",16.286,"N/A","N/A","N/A",0.569,146,0.00000000000006415,"0.183","4.2000000000000003E-2",6208,"5","149.806594999998",1,FALSE,"RPS14","RPS14"
58,"ILMN_1763311","C12orf39","chromosome 12 open reading frame 39 (C12orf39), mRNA.","Chr12: 21.571978",6.978,"N/A","N/A","N/A",0.568,146,0.00000000000007206,"--","--",80763,"12","21.571978000000001",1,TRUE,"C12ORF39","C12orf39"
59,"ILMN_1799104","SPAG9","sperm associated antigen 9 (SPAG9), transcript variant 1, mRNA.","Chr17: 46.398579",9.27,"N/A","N/A","N/A",0.568,146,0.0000000000000798,"--","0.13700000000000001",9043,"17","46.3985789999997",1,FALSE,"SPAG9","SPAG9"
60,"ILMN_1675387","LIMS1","LIM and senescent cell antigen-like domains 1 (LIMS1), mRNA.","Chr2: 108.658771",7.253,"N/A","N/A","N/A",0.567,146,0.00000000000008156,"0.424999999999992","0.117999999999998",3987,"2","108.658771",1,FALSE,"LIMS1","LIMS1"
61,"ILMN_1687519","SNAP23","synaptosomal-associated protein, 23kDa (SNAP23), transcript variant 1, mRNA.","Chr15: 40.607825",7.135,"N/A","N/A","N/A",0.566,146,0.0000000000000964,"--","0.305999999999999",8773,"15","40.6078249999997",1,FALSE,"SNAP23","SNAP23"
62,"ILMN_1761155","PABPC1","poly(A) binding protein, cytoplasmic 1 (PABPC1), mRNA.","Chr8: 101.786444",11.414,"N/A","N/A","N/A",0.565,146,0.0000000000001052,"0.39200000000000002","-0.49",26986,"8","101.786444",1,FALSE,"PABPC1","PABPC1"
63,"ILMN_1688868","PPAP2B","phosphatidic acid phosphatase type 2B (PPAP2B), transcript variant 1, mRNA.","Chr1: 56.733575",9.359,"N/A","N/A","N/A",0.565,146,0.0000000000001138,"0.39700000000000002","0.57499999999998996",8613,"1","56.733575000000002",1,FALSE,"PPAP2B","PPAP2B"
64,"ILMN_1745421","ZMAT5","zinc finger, matrin type 5 (ZMAT5), transcript variant 1, mRNA.","Chr22: 28.466670",8.311,"N/A","N/A","N/A",0.565,146,0.0000000000001149,"--","-1.7000000000000001E-2",55954,"22","28.466670000000001",1,FALSE,"ZMAT5","ZMAT5"
65,"ILMN_1746598","SCNM1","sodium channel modifier 1 (SCNM1), transcript variant 2, mRNA.","Chr1: 149.406479",8.013,"N/A","N/A","N/A",0.564,146,0.000000000000125,"0.40400000000000003","-0.53700000000000003",79005,"1","149.406478999999",1,FALSE,"SCNM1","SCNM1"
66,"ILMN_1707810","RPS5","ribosomal protein S5 (RPS5), mRNA.","Chr19: 63.596322",13.727,"N/A","N/A","N/A",0.564,146,0.0000000000001277,"0.34200000000000003","0.104",6193,"19","63.596322000000001",1,FALSE,"RPS5","RPS5"
67,"ILMN_1713369","RPL13A","ribosomal protein L13a (RPL13A), mRNA.","Chr19: 54.686979",10.996,"N/A","N/A","N/A",0.561,146,0.0000000000001808,"0.40500000000000003","0.101999999999998",23521,"19","54.686979000000001",1,FALSE,"RPL13A","RPL13A"
68,"ILMN_1732154","BCAN","brevican (BCAN), transcript variant 1, mRNA.","Chr1: 154.895759",11.071,"N/A","N/A","N/A",0.561,146,0.0000000000001853,"0.40100000000000002","-8.0000000000000002E-3",63827,"1","154.895759",1,FALSE,"BCAN","BCAN"
69,"ILMN_1813639","NKAIN4","chromosome 20 open reading frame 58 (C20orf58), mRNA.","Chr20: 61.342846",7.496,"N/A","N/A","N/A",0.56,146,0.0000000000002038,"0.23200000000000001","--",128414,"20","63.240780000000001",1,TRUE,"C20ORF58","NKAIN4"
70,"ILMN_1764549","UBE3A","ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome) (UBE3A), transcript variant 1, mRNA.","Chr15: 23.133560",12.018,"N/A","N/A","N/A",-0.559,146,0.000000000000231,"--","-9.1999999999999901E-2",7337,"15","23.1335599999999",-1,FALSE,"UBE3A","UBE3A"
71,"ILMN_1798659","CCDC28A","coiled-coil domain containing 28A (CCDC28A), mRNA.","Chr6: 139.155976",11.5,"N/A","N/A","N/A",-0.559,146,0.0000000000002376,"--","-0.423999999999991",25901,"6","139.15597600000001",-1,FALSE,"CCDC28A","CCDC28A"
72,"ILMN_1660519","C3orf70","hypothetical gene supported by AK091454 (LOC285382), mRNA.","Chr3: 186.279006",10.308,"N/A","N/A","N/A",0.557,146,0.0000000000002782,"--","--",285382,"3","186.27900600000001",1,TRUE,"LOC285382","C3orf70"
73,"ILMN_1658457","RPL12","ribosomal protein L12 (RPL12), mRNA.","Chr9: 129.251747",14.88,"N/A","N/A","N/A",0.557,146,0.0000000000002818,"0.211999999999998","-0.13300000000000001",6136,"9","129.251746999999",1,FALSE,"RPL12","RPL12"
74,"ILMN_1743747","RUSC1","RUN and SH3 domain containing 1 (RUSC1), mRNA.","Chr1: 153.567467",13.507,"N/A","N/A","N/A",-0.557,146,0.0000000000002843,"--","3.9E-2",23623,"1","153.567466999999",-1,FALSE,"RUSC1","RUSC1"
75,"ILMN_1659339","ELP4","elongation protein 4 homolog (S. cerevisiae) (ELP4), mRNA.","Chr11: 31.761565",7.786,"N/A","N/A","N/A",0.557,146,0.0000000000002966,"0.29599999999998999","0.32100000000000001",26610,"11","31.761565000000001",1,FALSE,"ELP4","ELP4"
76,"ILMN_1792660","CAMSAP1L1","calmodulin regulated spectrin-associated protein 1-like 1 (CAMSAP1L1), mRNA.","Chr1: 199.096276",12.635,"N/A","N/A","N/A",-0.556,146,0.0000000000003072,"0.221","-0.63800000000000001",23271,"1","199.096275999998",-1,FALSE,"CAMSAP1L1","CAMSAP1L1"
77,"ILMN_1790680","PDE6D","phosphodiesterase 6D, cGMP-specific, rod, delta (PDE6D), mRNA.","Chr2: 232.305624",9.283,"N/A","N/A","N/A",0.556,146,0.0000000000003278,"0.26300000000000001","-0.56599999999998996",5147,"2","232.305623999999",1,FALSE,"PDE6D","PDE6D"
78,"ILMN_1801043","GSN","gelsolin (amyloidosis, Finnish type) (GSN), transcript variant 2, mRNA.","Chr9: 123.131020",8.7,"N/A","N/A","N/A",0.555,146,0.0000000000003446,"0.45","0.217",2934,"9","123.13102000000001",1,FALSE,"GSN","GSN"
79,"ILMN_1733157","THSD1","thrombospondin, type I, domain containing 1 (THSD1), transcript variant 1, mRNA.","Chr13: 51.849928",7.015,"N/A","N/A","N/A",0.555,146,0.000000000000358,"--","1.2999999999999901E-2",55901,"13","51.8499279999998",1,FALSE,"THSD1","THSD1"
80,"ILMN_1752952","MMP28","matrix metallopeptidase 28 (MMP28), transcript variant 3, mRNA.","Chr17: 31.130376",7.046,"N/A","N/A","N/A",0.553,146,0.0000000000004321,"0.44600000000000001","0.23100000000000001",79148,"17","31.1303759999997",1,FALSE,"MMP28","MMP28"
81,"ILMN_1708861","LRRC3B","leucine rich repeat containing 3B (LRRC3B), mRNA.","Chr3: 26.726633",7.735,"N/A","N/A","N/A",0.552,146,0.0000000000005368,"--","0.238999999999994",116135,"3","26.726633",1,FALSE,"LRRC3B","LRRC3B"
82,"ILMN_1793859","ALDH2","aldehyde dehydrogenase 2 family (mitochondrial) (ALDH2), nuclear gene encoding mitochondrial protein, mRNA.","Chr12: 110.731770",11.956,"N/A","N/A","N/A",0.551,146,0.0000000000006082,"0.58699999999998997","0.753",217,"12","110.73177",1,FALSE,"ALDH2","ALDH2"
84,"ILMN_1751753","IDH2","isocitrate dehydrogenase 2 (NADP+), mitochondrial (IDH2), mRNA.","Chr15: 88.428515",10.242,"N/A","N/A","N/A",0.55,146,0.0000000000006825,"0.497","0.52800000000000002",3418,"15","88.428515000000004",1,FALSE,"IDH2","IDH2"
85,"ILMN_1803686","ADA","adenosine deaminase (ADA), mRNA.","Chr20: 42.681855",7.716,"N/A","N/A","N/A",0.548,146,0.0000000000008241,"0.51500000000000001","-0.191",100,"20","42.6818549999998",1,FALSE,"ADA","ADA"
87,"ILMN_1784176","ABCA5","ATP-binding cassette, sub-family A (ABC1), member 5 (ABCA5), transcript variant 2, mRNA.","Chr17: 64.754462",7.739,"N/A","N/A","N/A",-0.547,146,0.0000000000009427,"0.34399999999998998","-0.23",23461,"17","64.754462000000004",-1,FALSE,"ABCA5","ABCA5"
89,"ILMN_1797005","PGLS","6-phosphogluconolactonase (PGLS), mRNA.","Chr19: 17.492848",8.918,"N/A","N/A","N/A",0.544,146,0.000000000001257,"--","0.28599999999998998",25796,"19","17.4928479999998",1,FALSE,"PGLS","PGLS"
90,"ILMN_1724207","IVD","isovaleryl Coenzyme A dehydrogenase (IVD), nuclear gene encoding mitochondrial protein, mRNA.","Chr15: 38.498019",8.169,"N/A","N/A","N/A",0.544,146,0.000000000001281,"0.33","0.79700000000000004",3712,"15","38.4980189999999",1,FALSE,"IVD","IVD"
91,"ILMN_1773485","QKI","quaking homolog, KH domain RNA binding (mouse) (QKI), transcript variant 3, mRNA.","Chr6: 163.907760",8.026,"N/A","N/A","N/A",0.544,146,0.000000000001325,"0.38600000000000001","--",9444,"6","163.90776",1,FALSE,"QKI","QKI"
92,"ILMN_1806601","GRSF1","G-rich RNA sequence binding factor 1 (GRSF1), mRNA.","Chr4: 71.904280",11.82,"N/A","N/A","N/A",-0.542,146,0.000000000001527,"0.31","0.40300000000000002",2926,"4","71.90428",-1,FALSE,"GRSF1","GRSF1"
93,"ILMN_1653162","HSD17B6","hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse) (HSD17B6), mRNA.","Chr12: 55.467342",7.896,"N/A","N/A","N/A",0.542,146,0.000000000001543,"0.26400000000000001","0.48499999999998999",8630,"12","55.467342000000002",1,FALSE,"HSD17B6","HSD17B6"
94,"ILMN_1737965","ELOVL4","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 (ELOVL4), mRNA.","Chr6: 80.681277",11.65,"N/A","N/A","N/A",-0.542,146,0.000000000001599,"0.39500000000000002","-0.146999999999995",6785,"6","80.681276999999298",-1,FALSE,"ELOVL4","ELOVL4"
95,"ILMN_1800659","PGM1","phosphoglucomutase 1 (PGM1), mRNA.","Chr1: 63.898163",11.898,"N/A","N/A","N/A",0.541,146,0.000000000001721,"0.38400000000000001","0.215",5236,"1","63.8981629999994",1,FALSE,"PGM1","PGM1"
96,"ILMN_1740604","RAB11FIP5","RAB11 family interacting protein 5 (class I) (RAB11FIP5), mRNA.","Chr2: 73.154118",11.101,"N/A","N/A","N/A",-0.541,146,0.000000000001751,"--","-0.224",26056,"2","73.1541179999994",-1,FALSE,"RAB11FIP5","RAB11FIP5"
99,"ILMN_1740938","APOE","apolipoprotein E (APOE), mRNA.","Chr19: 50.104216",14.586,"N/A","N/A","N/A",0.54,146,0.000000000001911,"0.33700000000000002","0.53500000000000003",348,"19","50.104216000000001",1,FALSE,"APOE","APOE"
100,"ILMN_1761247","PIR","pirin (iron-binding nuclear protein) (PIR), transcript variant 1, mRNA.","ChrX: 15.318253",8.7,"N/A","N/A","N/A",0.54,146,0.00000000000198,"0.365999999999996","0.14199999999999",8544,"X","15.318253",1,FALSE,"PIR","PIR"
101,"ILMN_1658494","RGC32","response gene to complement 32 (RGC32), mRNA.","Chr13: 40.942716",14.23,"N/A","N/A","N/A",0.54,146,0.000000000002028,"0.34499999999998998","--",28984,"13","40.9427159999995",1,FALSE,"RGC32","RGC32"
103,"ILMN_1666089","OLIG1","oligodendrocyte transcription factor 1 (OLIG1), mRNA.","Chr21: 33.366204",13.022,"N/A","N/A","N/A",0.539,146,0.000000000002267,"0.34499999999998998","-4.4999999999999901E-2",116448,"21","33.366204000000003",1,FALSE,"OLIG1","OLIG1"
105,"ILMN_1681130","ACP6","acid phosphatase 6, lysophosphatidic (ACP6), mRNA.","Chr1: 145.585935",7.464,"N/A","N/A","N/A",0.538,146,0.000000000002407,"0.38100000000000001","0.68",51205,"1","145.58593500000001",1,FALSE,"ACP6","ACP6"
106,"ILMN_1678579","CPT2","carnitine palmitoyltransferase II (CPT2), nuclear gene encoding mitochondrial protein, mRNA.","Chr1: 53.452206",7.95,"N/A","N/A","N/A",0.538,146,0.00000000000243,"0.45400000000000001","0.55400000000000005",1376,"1","53.4522059999994",1,FALSE,"CPT2","CPT2"
107,"ILMN_1667213","DFFA","DNA fragmentation factor, 45kDa, alpha polypeptide (DFFA), transcript variant 1, mRNA.","Chr1: 10.443993",8.285,"N/A","N/A","N/A",0.538,146,0.000000000002595,"0.47099999999998998","8.69999999999998E-2",1676,"1","10.443993000000001",1,FALSE,"DFFA","DFFA"
108,"ILMN_1739876","RAB3GAP1","RAB3 GTPase activating protein subunit 1 (catalytic) (RAB3GAP1), mRNA.","Chr2: 135.643839",13.831,"N/A","N/A","N/A",-0.537,146,0.000000000002784,"--","0.34699999999998998",22930,"2","135.64383900000001",-1,FALSE,"RAB3GAP1","RAB3GAP1"
109,"ILMN_1797530","CHCHD5","coiled-coil-helix-coiled-coil-helix domain containing 5 (CHCHD5), mRNA.","Chr2: 113.060300",8.612,"N/A","N/A","N/A",0.537,146,0.000000000002803,"--","5.8000000000000003E-2",84269,"2","113.0603",1,FALSE,"CHCHD5","CHCHD5"
110,"ILMN_1720799","GPSN2","glycoprotein, synaptic 2 (GPSN2), mRNA.","Chr19: 14.537453",13.26,"N/A","N/A","N/A",0.536,146,0.000000000002989,"--","0.432",9524,"19","14.5374529999999",1,FALSE,"GPSN2","GPSN2"
111,"ILMN_1656951","APCDD1","adenomatosis polyposis coli down-regulated 1 (APCDD1), mRNA.","Chr18: 10.478228",9.086,"N/A","N/A","N/A",0.536,146,0.00000000000307,"0.26500000000000001","0.04",147495,"18","10.478228",1,FALSE,"APCDD1","APCDD1"
112,"ILMN_1751471","MLC1","megalencephalic leukoencephalopathy with subcortical cysts 1 (MLC1), transcript variant 1, mRNA.","Chr22: 48.840811",8.321,"N/A","N/A","N/A",0.536,146,0.000000000003073,"0.430999999999999","-6.0000000000000001E-3",23209,"22","48.840811000000002",1,FALSE,"MLC1","MLC1"
113,"ILMN_1667429","SLC25A20","solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 (SLC25A20), nuclear gene encoding mitochondrial protein, mRNA.","Chr3: 48.875045",6.988,"N/A","N/A","N/A",0.536,146,0.000000000003262,"--","0.52800000000000002",788,"3","48.875045",1,FALSE,"SLC25A20","SLC25A20"
114,"ILMN_1775243","RPL35P5","similar to 60S ribosomal protein L35, transcript variant 5 (LOC441246), mRNA.","ChrUn: 1.000000",14.458,"N/A","N/A","N/A",0.536,146,0.000000000003274,"--","--",441246,"7","66.606738000000007",1,TRUE,"LOC441246","RPL35P5"
115,"ILMN_1728907","SCAMP1","secretory carrier membrane protein 1 (SCAMP1), mRNA.","ChrUn: 1.000000",13.568,"N/A","N/A","N/A",-0.535,146,0.000000000003309,"0.27800000000000002","0.224",9522,"5","78.360583000000005",-1,FALSE,"SCAMP1","SCAMP1"
116,"ILMN_1760714","RPS3","ribosomal protein S3 (RPS3), mRNA.","Chr11: 74.791126",14.612,"N/A","N/A","N/A",0.535,146,0.000000000003498,"0.39500000000000002","8.1000000000000003E-2",6188,"11","74.791126000000006",1,FALSE,"RPS3","RPS3"
117,"ILMN_1797964","ARL6IP6","ADP-ribosylation-like factor 6 interacting protein 6 (ARL6IP6), mRNA.","Chr2: 153.324567",7.927,"N/A","N/A","N/A",0.534,146,0.000000000003956,"0.25600000000000001","1.4999999999999901E-2",151188,"2","153.324567",1,FALSE,"ARL6IP6","ARL6IP6"
118,"ILMN_1801833","ARHGAP24","Rho GTPase activating protein 24 (ARHGAP24), transcript variant 2, mRNA.","ChrUn: 1.000000",7.359,"N/A","N/A","N/A",0.534,146,0.000000000004045,"0.29399999999998999","0.48099999999998999",83478,"4","85.475114000000005",1,FALSE,"ARHGAP24","ARHGAP24"
119,"ILMN_1715324","HSD17B8","hydroxysteroid (17-beta) dehydrogenase 8 (HSD17B8), mRNA.","Chr6: 33.281904",8.136,"N/A","N/A","N/A",0.533,146,0.000000000004164,"0.42099999999998999","--",7923,"6","33.2819039999995",1,FALSE,"HSD17B8","HSD17B8"
120,"ILMN_1792951","ZHX2","zinc fingers and homeoboxes 2 (ZHX2), mRNA.","Chr8: 124.055407",7.983,"N/A","N/A","N/A",0.533,146,0.000000000004249,"--","0.52800000000000002",22882,"8","124.055407",1,FALSE,"ZHX2","ZHX2"
121,"ILMN_1662852","IQCK","IQ motif containing K (IQCK), mRNA.","Chr16: 19.775680",8.229,"N/A","N/A","N/A",0.533,146,0.000000000004537,"--","--",124152,"16","19.775680000000001",1,FALSE,"IQCK","IQCK"
