"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign","symbol_change","orig.symbol","new.symbol"
30,"ILMN_1772786","C20orf23","chromosome 20 open reading frame 23 (C20orf23), mRNA.","Chr20: 16.201565",7.287,"N/A","N/A","N/A",0.746,145,0.000000000000000000000000005586,"0.240999999999996","--",55614,"20","16.2015649999998",1,TRUE,"C20ORF23","C20orf23"
31,"ILMN_1766499","HSPA2","heat shock 70kDa protein 2 (HSPA2), mRNA.","Chr14: 64.079042",14.013,"N/A","N/A","N/A",0.74,145,0.0000000000000000000000000235,"0.34100000000000003","-0.48599999999999199",3306,"14","64.079042000000001",1,FALSE,"HSPA2","HSPA2"
33,"ILMN_1750465","AGPS","alkylglycerone phosphate synthase (AGPS), mRNA.","Chr2: 178.096752",7.31,"N/A","N/A","N/A",0.739,145,0.00000000000000000000000002553,"0.39600000000000002","0.25800000000000001",8540,"2","178.09675200000001",1,FALSE,"AGPS","AGPS"
34,"ILMN_1773485","QKI","quaking homolog, KH domain RNA binding (mouse) (QKI), transcript variant 3, mRNA.","Chr6: 163.907760",8.639,"N/A","N/A","N/A",0.736,145,0.00000000000000000000000005382,"0.38600000000000001","--",9444,"6","163.90776",1,FALSE,"QKI","QKI"
35,"ILMN_1761093","B3GAT1","beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) (B3GAT1), transcript variant 2, mRNA.","Chr11: 133.754175",9.863,"N/A","N/A","N/A",0.736,145,0.00000000000000000000000005427,"0.46","-0.174999999999992",27087,"11","133.754175",1,FALSE,"B3GAT1","B3GAT1"
37,"ILMN_1688322","ADIPOR1","adiponectin receptor 1 (ADIPOR1), mRNA.","Chr1: 201.177053",9.86,"N/A","N/A","N/A",0.727,145,0.0000000000000000000000004529,"0.428999999999996","0.208999999999995",51094,"1","201.177053",1,FALSE,"ADIPOR1","ADIPOR1"
38,"ILMN_1799860","PIGM","phosphatidylinositol glycan anchor biosynthesis, class M (PIGM), mRNA.","ChrUn: 1.000000",9.311,"N/A","N/A","N/A",0.726,145,0.0000000000000000000000005074,"--","-0.615999999999996",93183,"1","160.027672999999",1,FALSE,"PIGM","PIGM"
39,"ILMN_1738759","PIGT","phosphatidylinositol glycan anchor biosynthesis, class T (PIGT), mRNA.","Chr20: 43.487946",9.92,"N/A","N/A","N/A",0.725,145,0.0000000000000000000000006138,"0.34799999999999198","3.1E-2",51604,"20","43.487946000000001",1,FALSE,"PIGT","PIGT"
41,"ILMN_1797964","ARL6IP6","ADP-ribosylation-like factor 6 interacting protein 6 (ARL6IP6), mRNA.","Chr2: 153.324567",7.945,"N/A","N/A","N/A",0.724,145,0.0000000000000000000000007868,"0.25600000000000001","1.4999999999999901E-2",151188,"2","153.324567",1,FALSE,"ARL6IP6","ARL6IP6"
42,"ILMN_1740449","LRRC63","similar to Leucine-rich repeat protein SHOC-2 (Ras-binding protein Sur-8) (LOC220416), mRNA.","Chr13: 45.700828",7.178,"N/A","N/A","N/A",0.723,145,0.000000000000000000000001024,"--","--",220416,"13","45.700828000000001",1,TRUE,"LOC220416","LRRC63"
43,"ILMN_1801043","GSN","gelsolin (amyloidosis, Finnish type) (GSN), transcript variant 2, mRNA.","Chr9: 123.131020",10.339,"N/A","N/A","N/A",0.723,145,0.000000000000000000000001092,"0.45","0.217",2934,"9","123.13102000000001",1,FALSE,"GSN","GSN"
44,"ILMN_1737272","MOG","myelin oligodendrocyte glycoprotein (MOG), transcript variant beta4, mRNA.","Chr6: 29.747535",11.295,"N/A","N/A","N/A",0.722,145,0.000000000000000000000001266,"0.40100000000000002","-0.12",4340,"6","29.7475349999999",1,FALSE,"MOG","MOG"
45,"ILMN_1686985","MTM1","myotubularin 1 (MTM1), mRNA.","ChrX: 149.591560",7.739,"N/A","N/A","N/A",0.721,145,0.00000000000000000000000152,"0.41599999999999199","0.18",4534,"X","149.591559999998",1,FALSE,"MTM1","MTM1"
46,"ILMN_1750108","SEC22C","SEC22 vesicle trafficking protein homolog C (S. cerevisiae) (SEC22C), transcript variant 2, mRNA.","Chr3: 42.564915",10.642,"N/A","N/A","N/A",0.72,145,0.000000000000000000000001818,"--","-0.13300000000000001",9117,"3","42.5649149999999",1,FALSE,"SEC22C","SEC22C"
47,"ILMN_1654314","LGALS3BP","lectin, galactoside-binding, soluble, 3 binding protein (LGALS3BP), mRNA.","Chr17: 74.479264",10.183,"N/A","N/A","N/A",0.719,145,0.000000000000000000000002554,"0.40200000000000002","0.436",3959,"17","74.479264000000001",1,FALSE,"LGALS3BP","LGALS3BP"
48,"ILMN_1671603","THRAP6","thyroid hormone receptor associated protein 6 (THRAP6), mRNA.","Chr8: 118.612188",8.357,"N/A","N/A","N/A",0.718,145,0.000000000000000000000002627,"0.32200000000000001","--",90390,"8","118.612188",1,FALSE,"THRAP6","THRAP6"
49,"ILMN_1664750","TMBIM4","transmembrane BAX inhibitor motif containing 4 (TMBIM4), mRNA.","ChrUn: 1.000000",12.471,"N/A","N/A","N/A",0.716,145,0.000000000000000000000004849,"--","0.368999999999999",51643,"12","66.135846000000001",1,FALSE,"TMBIM4","TMBIM4"
51,"ILMN_1745119","C7orf11","chromosome 7 open reading frame 11 (C7orf11), mRNA.","Chr7: 40.140381",7.583,"N/A","N/A","N/A",0.714,145,0.000000000000000000000007364,"0.29199999999999199","--",136647,"7","40.1403809999996",1,TRUE,"C7ORF11","C7orf11"
52,"ILMN_1758816","UGT8","UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase) (UGT8), mRNA.","Chr4: 115.816633",11.198,"N/A","N/A","N/A",0.714,145,0.000000000000000000000007454,"--","--",7368,"4","115.816633",1,FALSE,"UGT8","UGT8"
54,"ILMN_1711745","PPIB","peptidylprolyl isomerase B (cyclophilin B) (PPIB), mRNA.","Chr15: 62.235372",12.278,"N/A","N/A","N/A",0.711,145,0.00000000000000000000001233,"0.45400000000000001","0.44600000000000001",5479,"15","62.2353719999997",1,FALSE,"PPIB","PPIB"
56,"ILMN_1704290","SPTLC2","serine palmitoyltransferase, long chain base subunit 2 (SPTLC2), mRNA.","Chr14: 77.043104",8.079,"N/A","N/A","N/A",0.71,145,0.00000000000000000000001435,"--","0.39200000000000002",9517,"14","77.043104",1,FALSE,"SPTLC2","SPTLC2"
57,"ILMN_1745885","POLR2F","polymerase (RNA) II (DNA directed) polypeptide F (POLR2F), mRNA.","Chr22: 36.693578",12.988,"N/A","N/A","N/A",0.709,145,0.00000000000000000000001742,"0.206999999999993","0.33100000000000002",5435,"22","36.693578000000002",1,FALSE,"POLR2F","POLR2F"
58,"ILMN_1753010","PET112L","PET112-like (yeast) (PET112L), mRNA.","Chr4: 152.811510",10.315,"N/A","N/A","N/A",0.709,145,0.00000000000000000000001957,"0.316","0.54800000000000004",5188,"4","152.81151",1,FALSE,"PET112L","PET112L"
59,"ILMN_1658469","TP53AP1","TP53 activated protein 1 (TP53AP1), mRNA.","Chr7: 86.812428",7.452,"N/A","N/A","N/A",0.709,145,0.0000000000000000000000208,"--","--",11257,"7","86.8124279999995",1,FALSE,"TP53AP1","TP53AP1"
61,"ILMN_1679858","CD9","CD9 molecule (CD9), mRNA.","Chr12: 6.217231",14.418,"N/A","N/A","N/A",0.706,145,0.000000000000000000000033,"0.38600000000000001","4.7E-2",928,"12","6.217231",1,FALSE,"CD9","CD9"
63,"ILMN_1763012","PFN1","profilin 1 (PFN1), mRNA.","Chr17: 4.790765",11.06,"N/A","N/A","N/A",0.705,145,0.00000000000000000000003971,"0.51200000000000001","0.124",5216,"17","4.7907650000000004",1,FALSE,"PFN1","PFN1"
64,"ILMN_1768577","PCSK6","proprotein convertase subtilisin/kexin type 6 (PCSK6), transcript variant 6, mRNA.","Chr15: 99.722666",7.465,"N/A","N/A","N/A",0.704,145,0.00000000000000000000004973,"0.39700000000000002","0.487999999999992",5046,"15","99.722666000000004",1,FALSE,"PCSK6","PCSK6"
65,"ILMN_1695199","HIST1H4H","histone cluster 1, H4h (HIST1H4H), mRNA.","Chr6: 26.393372",7.479,"N/A","N/A","N/A",0.704,145,0.00000000000000000000005484,"0.206999999999993","0.44400000000000001",8365,"6","26.3933719999999",1,FALSE,"HIST1H4H","HIST1H4H"
66,"ILMN_1716445","DTYMK","deoxythymidylate kinase (thymidylate kinase) (DTYMK), mRNA.","Chr2: 242.273869",7.582,"N/A","N/A","N/A",0.702,145,0.00000000000000000000007792,"0.34499999999999198","-0.27700000000000002",1841,"2","242.273868999999",1,FALSE,"DTYMK","DTYMK"
68,"ILMN_1664978","TJP2","tight junction protein 2 (zona occludens 2) (TJP2), transcript variant 1, mRNA.","Chr9: 71.059242",8.731,"N/A","N/A","N/A",0.701,145,0.0000000000000000000001045,"--","2.7E-2",9414,"9","71.0592419999996",1,FALSE,"TJP2","TJP2"
69,"ILMN_1691864","SEPT10","septin 10 (SEPT10), transcript variant 2, mRNA.","Chr2: 109.659184",7.485,"N/A","N/A","N/A",0.7,145,0.0000000000000000000001097,"--","--",151011,"2","109.659184",1,TRUE,"Septin 10","43353"
70,"ILMN_1734895","SFT2D1","SFT2 domain containing 1 (SFT2D1), mRNA.","Chr6: 166.658035",11.952,"N/A","N/A","N/A",0.7,145,0.0000000000000000000001129,"--","0.20499999999999199",113402,"6","166.65803500000001",1,FALSE,"SFT2D1","SFT2D1"
71,"ILMN_1809003","CBR1","carbonyl reductase 1 (CBR1), mRNA.","Chr21: 36.366911",8.712,"N/A","N/A","N/A",0.698,145,0.000000000000000000000157,"0.53800000000000003","0.41199999999999198",873,"21","36.366911000000002",1,FALSE,"CBR1","CBR1"
72,"ILMN_1660440","C9orf77","chromosome 9 open reading frame 77 (C9orf77), transcript variant 1, mRNA.","Chr9: 73.679642",7.298,"N/A","N/A","N/A",0.697,145,0.0000000000000000000002069,"--","--",51104,"9","73.679642000000001",1,TRUE,"C9ORF77","C9orf77"
73,"ILMN_1666967","BRP44L","brain protein 44-like (BRP44L), mRNA.","Chr6: 166.699458",11.33,"N/A","N/A","N/A",0.697,145,0.0000000000000000000002304,"0.28999999999999199","0.493999999999999",51660,"6","166.699457999999",1,FALSE,"BRP44L","BRP44L"
74,"ILMN_1750409","RAB9A","RAB9A, member RAS oncogene family (RAB9A), mRNA.","ChrX: 13.637511",10.755,"N/A","N/A","N/A",0.695,145,0.0000000000000000000002952,"0.23","--",9367,"X","13.637511",1,FALSE,"RAB9A","RAB9A"
75,"ILMN_1732750","CHCHD8","coiled-coil-helix-coiled-coil-helix domain containing 8 (CHCHD8), mRNA.","Chr11: 73.261765",7.475,"N/A","N/A","N/A",0.691,145,0.0000000000000000000006654,"--","-6.7000000000000004E-2",51287,"11","73.2617649999995",1,FALSE,"CHCHD8","CHCHD8"
76,"ILMN_1758978","KLHL4","kelch-like 4 (Drosophila) (KLHL4), transcript variant 2, mRNA.","ChrX: 86.777386",7.469,"N/A","N/A","N/A",0.691,145,0.00000000000000000000072,"--","2.4E-2",56062,"X","86.777386000000007",1,FALSE,"KLHL4","KLHL4"
77,"ILMN_1689237","BVES","blood vessel epicardial substance (BVES), transcript variant 5, mRNA.","Chr6: 105.651709",7.758,"N/A","N/A","N/A",0.69,145,0.0000000000000000000007835,"0.377","0.02",11149,"6","105.651709",1,FALSE,"BVES","BVES"
78,"ILMN_1747775","STX2","syntaxin 2 (STX2), transcript variant 2, mRNA.","Chr12: 129.840467",9.363,"N/A","N/A","N/A",0.689,145,0.0000000000000000000009157,"--","-0.46",2054,"12","129.840466999998",1,FALSE,"STX2","STX2"
79,"ILMN_1749297","ACTL6A","actin-like 6A (ACTL6A), transcript variant 3, mRNA.","ChrUn: 1.000000",8.422,"N/A","N/A","N/A",0.689,145,0.0000000000000000000009627,"0.31","-0.365999999999996",86,"3","179.56288000000001",1,FALSE,"ACTL6A","ACTL6A"
80,"ILMN_1699728","BTD","biotinidase (BTD), mRNA.","Chr3: 15.661984",7.592,"N/A","N/A","N/A",0.687,145,0.000000000000000000001538,"0.51600000000000001","0.737999999999992",686,"3","15.661984",1,FALSE,"BTD","BTD"
81,"ILMN_1713031","PGCP","plasma glutamate carboxypeptidase (PGCP), mRNA.","Chr8: 98.147487",7.834,"N/A","N/A","N/A",0.686,145,0.00000000000000000000169,"0.27800000000000002","0.59799999999999198",10404,"8","98.1474869999997",1,FALSE,"PGCP","PGCP"
83,"ILMN_1728517","FNTB","farnesyltransferase, CAAX box, beta (FNTB), mRNA.","Chr14: 64.598938",11.407,"N/A","N/A","N/A",0.685,145,0.000000000000000000002124,"0.491999999999997","-0.1",2342,"14","64.598938000000004",1,FALSE,"FNTB","FNTB"
84,"ILMN_1651987","C6orf129","chromosome 6 open reading frame 129 (C6orf129), mRNA.","ChrUn: 1.000000",8.592,"N/A","N/A","N/A",0.683,145,0.000000000000000000002736,"--","--",154467,"6","37.48292",1,TRUE,"C6ORF129","C6orf129"
85,"ILMN_1769566","ATG3","ATG3 autophagy related 3 homolog (S. cerevisiae) (ATG3), mRNA.","Chr3: 113.738024",10.596,"N/A","N/A","N/A",0.683,145,0.000000000000000000003235,"0.249","0.22500000000000001",64422,"3","113.738024",1,FALSE,"ATG3","ATG3"
86,"ILMN_1758315","SLC9A9","solute carrier family 9 (sodium/hydrogen exchanger), member 9 (SLC9A9), mRNA.","Chr3: 144.467024",8.495,"N/A","N/A","N/A",0.682,145,0.000000000000000000003506,"--","-0.14299999999999199",285195,"3","144.46702400000001",1,FALSE,"SLC9A9","SLC9A9"
87,"ILMN_1761247","PIR","pirin (iron-binding nuclear protein) (PIR), transcript variant 1, mRNA.","ChrX: 15.318253",9.251,"N/A","N/A","N/A",0.681,145,0.000000000000000000004346,"0.365999999999996","0.14199999999999199",8544,"X","15.318253",1,FALSE,"PIR","PIR"
88,"ILMN_1714433","MARCKSL1","MARCKS-like 1 (MARCKSL1), mRNA.","Chr1: 32.572371",16.051,"N/A","N/A","N/A",0.68,145,0.000000000000000000005277,"0.4","-0.47",65108,"1","32.572370999999499",1,FALSE,"MARCKSL1","MARCKSL1"
89,"ILMN_1696704","TLE4","transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila) (TLE4), mRNA.","Chr9: 81.530777",7.788,"N/A","N/A","N/A",0.68,145,0.000000000000000000005392,"--","-7.49999999999999E-2",7091,"9","81.530777",1,FALSE,"TLE4","TLE4"
90,"ILMN_1671905","C10orf78","chromosome 10 open reading frame 78 (C10orf78), transcript variant 2, mRNA.","Chr10: 105.872761",7.661,"N/A","N/A","N/A",0.68,145,0.000000000000000000005458,"0.23","--",119392,"10","105.872761",1,TRUE,"C10ORF78","C10orf78"
91,"ILMN_1794598","SCHIP1","schwannomin interacting protein 1 (SCHIP1), mRNA.","Chr3: 161.092629",11.57,"N/A","N/A","N/A",0.678,145,0.000000000000000000006872,"0.28299999999999198","4.39999999999999E-2",29970,"3","161.092628999998",1,FALSE,"SCHIP1","SCHIP1"
92,"ILMN_1689976","EDIL3","EGF-like repeats and discoidin I-like domains 3 (EDIL3), mRNA.","Chr5: 83.273885",8.454,"N/A","N/A","N/A",0.678,145,0.000000000000000000007204,"0.437","0.20200000000000001",10085,"5","83.273885000000007",1,FALSE,"EDIL3","EDIL3"
93,"ILMN_1697787","HIP1","huntingtin interacting protein 1 (HIP1), mRNA.","Chr7: 75.001380",7.951,"N/A","N/A","N/A",0.678,145,0.000000000000000000007604,"0.42","3.59999999999999E-2",3092,"7","75.0013799999996",1,FALSE,"HIP1","HIP1"
94,"ILMN_1684576","C8orf61","chromosome 8 open reading frame 61 (C8orf61), mRNA.","Chr8: 1.721711",8.422,"N/A","N/A","N/A",0.678,145,0.000000000000000000007631,"--","--",619435,"8","1.721711",1,TRUE,"C8ORF61","C8orf61"
95,"ILMN_1680403","SSR4","signal sequence receptor, delta (translocon-associated protein delta) (SSR4), mRNA.","ChrX: 152.716744",12.246,"N/A","N/A","N/A",0.678,145,0.000000000000000000008002,"--","0.41699999999999199",6748,"X","152.71674400000001",1,FALSE,"SSR4","SSR4"
97,"ILMN_1805999","MYO1D","myosin ID (MYO1D), mRNA.","Chr17: 27.844050",8.192,"N/A","N/A","N/A",0.676,145,0.00000000000000000001009,"0.315","7.3999999999999802E-2",4642,"17","27.8440499999999",1,FALSE,"MYO1D","MYO1D"
98,"ILMN_1782878","LRRC8D","leucine rich repeat containing 8 family, member D (LRRC8D), mRNA.","Chr1: 90.173692",10.733,"N/A","N/A","N/A",0.676,145,0.00000000000000000001022,"--","0.42299999999999199",55144,"1","90.173692000000003",1,FALSE,"LRRC8D","LRRC8D"
99,"ILMN_1791531","FA2H","fatty acid 2-hydroxylase (FA2H), mRNA.","Chr16: 73.304694",9.367,"N/A","N/A","N/A",0.676,145,0.00000000000000000001141,"0.39600000000000002","-0.192",79152,"16","73.3046939999996",1,FALSE,"FA2H","FA2H"
100,"ILMN_1687519","SNAP23","synaptosomal-associated protein, 23kDa (SNAP23), transcript variant 1, mRNA.","Chr15: 40.607825",7.323,"N/A","N/A","N/A",0.676,145,0.00000000000000000001147,"--","0.305999999999999",8773,"15","40.6078249999997",1,FALSE,"SNAP23","SNAP23"
101,"ILMN_1680022","PRELID1","PRELI domain containing 1 (PRELID1), mRNA.","Chr5: 176.666428",9.221,"N/A","N/A","N/A",-0.675,145,0.00000000000000000001308,"0.427999999999995","0.38400000000000001",27166,"5","176.666428",-1,FALSE,"PRELID1","PRELID1"
102,"ILMN_1717046","MOBKL2B","MOB1, Mps One Binder kinase activator-like 2B (yeast) (MOBKL2B), mRNA.","Chr9: 27.315805",8.479,"N/A","N/A","N/A",0.674,145,0.00000000000000000001568,"0.243999999999999","0.13300000000000001",79817,"9","27.315805000000001",1,FALSE,"MOBKL2B","MOBKL2B"
103,"ILMN_1773847","DYNC1I2","dynein, cytoplasmic 1, intermediate chain 2 (DYNC1I2), mRNA.","Chr2: 172.310679",12.916,"N/A","N/A","N/A",0.674,145,0.00000000000000000001621,"0.32600000000000001","-0.159",1781,"2","172.310678999999",1,FALSE,"DYNC1I2","DYNC1I2"
104,"ILMN_1764168","STXBP3","syntaxin binding protein 3 (STXBP3), mRNA.","ChrUn: 1.000000",9.161,"N/A","N/A","N/A",0.672,145,0.00000000000000000002042,"--","-5.89999999999999E-2",6814,"1","108.746674",1,FALSE,"STXBP3","STXBP3"
105,"ILMN_1678766","DYNLT1","dynein, light chain, Tctex-type 1 (DYNLT1), mRNA.","Chr6: 158.977824",9.027,"N/A","N/A","N/A",0.672,145,0.0000000000000000000235,"--","--",6993,"6","158.977824",1,FALSE,"DYNLT1","DYNLT1"
106,"ILMN_1678323","AASS","aminoadipate-semialdehyde synthase (AASS), mRNA.","Chr7: 121.503892",7.46,"N/A","N/A","N/A",0.67,145,0.0000000000000000000328,"0.54100000000000004","0.45300000000000001",10157,"7","121.503891999999",1,FALSE,"AASS","AASS"
107,"ILMN_1785071","SEPP1","selenoprotein P, plasma, 1 (SEPP1), mRNA.","Chr5: 42.836624",13.815,"N/A","N/A","N/A",0.669,145,0.00000000000000000003428,"0.59399999999999198","0.82599999999999196",6414,"5","42.836624",1,FALSE,"SEPP1","SEPP1"
109,"ILMN_1789283","PPP2R5C","protein phosphatase 2, regulatory subunit B', gamma isoform (PPP2R5C), transcript variant 4, mRNA.","Chr14: 101.430630",7.74,"N/A","N/A","N/A",0.669,145,0.0000000000000000000354,"0.33700000000000002","-0.17100000000000001",5527,"14","101.430629999999",1,FALSE,"PPP2R5C","PPP2R5C"
110,"ILMN_1731619","DAD1","defender against cell death 1 (DAD1), mRNA.","Chr14: 22.113868",14.498,"N/A","N/A","N/A",0.669,145,0.00000000000000000003765,"0.38500000000000001","0.13500000000000001",1603,"14","22.113868",1,FALSE,"DAD1","DAD1"
112,"ILMN_1802251","PTTG1IP","pituitary tumor-transforming 1 interacting protein (PTTG1IP), mRNA.","Chr21: 45.094674",10.658,"N/A","N/A","N/A",0.668,145,0.00000000000000000004783,"0.20399999999999199","0.63200000000000001",754,"21","45.0946739999996",1,FALSE,"PTTG1IP","PTTG1IP"
113,"ILMN_1720501","ABCA9","ATP-binding cassette, sub-family A (ABC1), member 9 (ABCA9), mRNA.","Chr17: 64.492665",8.014,"N/A","N/A","N/A",0.667,145,0.00000000000000000004878,"--","0.28799999999999198",10350,"17","64.492665000000002",1,FALSE,"ABCA9","ABCA9"
114,"ILMN_1789171","EEF2K","eukaryotic elongation factor-2 kinase (EEF2K), mRNA.","Chr16: 22.205327",8.901,"N/A","N/A","N/A",-0.666,145,0.00000000000000000006255,"0.503","1.7999999999999901E-2",29904,"16","22.205327",-1,FALSE,"EEF2K","EEF2K"
115,"ILMN_1815063","PXK","PX domain containing serine/threonine kinase (PXK), mRNA.","Chr3: 58.385775",8.478,"N/A","N/A","N/A",0.666,145,0.00000000000000000006514,"0.23","-0.425999999999993",54899,"3","58.385775000000002",1,FALSE,"PXK","PXK"
118,"ILMN_1784283","USH1C","Usher syndrome 1C (autosomal recessive, severe) (USH1C), transcript variant 1, mRNA.","Chr11: 17.472310",8.451,"N/A","N/A","N/A",0.665,145,0.00000000000000000006929,"--","0.154",10083,"11","17.47231",1,FALSE,"USH1C","USH1C"
119,"ILMN_1758938","SLC31A2","solute carrier family 31 (copper transporters), member 2 (SLC31A2), mRNA.","ChrUn: 1.000000",12.359,"N/A","N/A","N/A",0.665,145,0.00000000000000000006989,"--","3.3000000000000002E-2",1318,"9","113.150942",1,FALSE,"SLC31A2","SLC31A2"
120,"ILMN_1707551","AFMID","arylformamidase (AFMID), mRNA.","Chr17: 73.714882",8.603,"N/A","N/A","N/A",0.665,145,0.00000000000000000007067,"0.51800000000000002","0.63100000000000001",125061,"17","73.714882000000003",1,FALSE,"AFMID","AFMID"
121,"ILMN_1786273","C1orf122","chromosome 1 open reading frame 122 (C1orf122), mRNA.","Chr1: 38.047325",11.056,"N/A","N/A","N/A",0.665,145,0.00000000000000000007093,"--","--",127687,"1","38.047325000000001",1,TRUE,"C1ORF122","C1orf122"
122,"ILMN_1800220","KCTD3","potassium channel tetramerisation domain containing 3 (KCTD3), mRNA.","Chr1: 213.860882",8.894,"N/A","N/A","N/A",0.665,145,0.00000000000000000007169,"0.108","-0.18",51133,"1","213.860882",1,FALSE,"KCTD3","KCTD3"
123,"ILMN_1749078","TIMP2","TIMP metallopeptidase inhibitor 2 (TIMP2), mRNA.","Chr17: 74.432637",7.283,"N/A","N/A","N/A",0.665,145,0.00000000000000000007414,"--","-0.16900000000000001",7077,"17","74.432637",1,FALSE,"TIMP2","TIMP2"
124,"ILMN_1704961","ACTG1","actin, gamma 1 (ACTG1), mRNA.","Chr17: 77.093944",12.575,"N/A","N/A","N/A",0.665,145,0.00000000000000000007554,"0.38400000000000001","-0.243999999999999",71,"17","77.093943999999496",1,FALSE,"ACTG1","ACTG1"
125,"ILMN_1792660","CAMSAP1L1","calmodulin regulated spectrin-associated protein 1-like 1 (CAMSAP1L1), mRNA.","Chr1: 199.096276",11.807,"N/A","N/A","N/A",-0.664,145,0.00000000000000000009203,"0.221","-0.63800000000000001",23271,"1","199.096275999998",-1,FALSE,"CAMSAP1L1","CAMSAP1L1"
