"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign","symbol_change","orig.symbol","new.symbol"
72,"ILMN_1660440","C9orf77","chromosome 9 open reading frame 77 (C9orf77), transcript variant 1, mRNA.","Chr9: 73.679642",7.298,"N/A","N/A","N/A",0.697,145,0.0000000000000000000002069,"--","--",51104,"9","73.679642000000001",1,TRUE,"C9ORF77","C9orf77"
80,"ILMN_1699728","BTD","biotinidase (BTD), mRNA.","Chr3: 15.661984",7.592,"N/A","N/A","N/A",0.687,145,0.000000000000000000001538,"0.51600000000000001","0.737999999999992",686,"3","15.661984",1,FALSE,"BTD","BTD"
83,"ILMN_1728517","FNTB","farnesyltransferase, CAAX box, beta (FNTB), mRNA.","Chr14: 64.598938",11.407,"N/A","N/A","N/A",0.685,145,0.000000000000000000002124,"0.491999999999997","-0.1",2342,"14","64.598938000000004",1,FALSE,"FNTB","FNTB"
89,"ILMN_1696704","TLE4","transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila) (TLE4), mRNA.","Chr9: 81.530777",7.788,"N/A","N/A","N/A",0.68,145,0.000000000000000000005392,"--","-7.49999999999999E-2",7091,"9","81.530777",1,FALSE,"TLE4","TLE4"
91,"ILMN_1794598","SCHIP1","schwannomin interacting protein 1 (SCHIP1), mRNA.","Chr3: 161.092629",11.57,"N/A","N/A","N/A",0.678,145,0.000000000000000000006872,"0.28299999999999198","4.39999999999999E-2",29970,"3","161.092628999998",1,FALSE,"SCHIP1","SCHIP1"
95,"ILMN_1680403","SSR4","signal sequence receptor, delta (translocon-associated protein delta) (SSR4), mRNA.","ChrX: 152.716744",12.246,"N/A","N/A","N/A",0.678,145,0.000000000000000000008002,"--","0.41699999999999199",6748,"X","152.71674400000001",1,FALSE,"SSR4","SSR4"
101,"ILMN_1680022","PRELID1","PRELI domain containing 1 (PRELID1), mRNA.","Chr5: 176.666428",9.221,"N/A","N/A","N/A",-0.675,145,0.00000000000000000001308,"0.427999999999995","0.38400000000000001",27166,"5","176.666428",-1,FALSE,"PRELID1","PRELID1"
104,"ILMN_1764168","STXBP3","syntaxin binding protein 3 (STXBP3), mRNA.","ChrUn: 1.000000",9.161,"N/A","N/A","N/A",0.672,145,0.00000000000000000002042,"--","-5.89999999999999E-2",6814,"1","108.746674",1,FALSE,"STXBP3","STXBP3"
114,"ILMN_1789171","EEF2K","eukaryotic elongation factor-2 kinase (EEF2K), mRNA.","Chr16: 22.205327",8.901,"N/A","N/A","N/A",-0.666,145,0.00000000000000000006255,"0.503","1.7999999999999901E-2",29904,"16","22.205327",-1,FALSE,"EEF2K","EEF2K"
118,"ILMN_1784283","USH1C","Usher syndrome 1C (autosomal recessive, severe) (USH1C), transcript variant 1, mRNA.","Chr11: 17.472310",8.451,"N/A","N/A","N/A",0.665,145,0.00000000000000000006929,"--","0.154",10083,"11","17.47231",1,FALSE,"USH1C","USH1C"
122,"ILMN_1800220","KCTD3","potassium channel tetramerisation domain containing 3 (KCTD3), mRNA.","Chr1: 213.860882",8.894,"N/A","N/A","N/A",0.665,145,0.00000000000000000007169,"0.108","-0.18",51133,"1","213.860882",1,FALSE,"KCTD3","KCTD3"
123,"ILMN_1749078","TIMP2","TIMP metallopeptidase inhibitor 2 (TIMP2), mRNA.","Chr17: 74.432637",7.283,"N/A","N/A","N/A",0.665,145,0.00000000000000000007414,"--","-0.16900000000000001",7077,"17","74.432637",1,FALSE,"TIMP2","TIMP2"
126,"ILMN_1739253","STAMBP","STAM binding protein (STAMBP), transcript variant 2, mRNA.","Chr2: 73.943381",11.633,"N/A","N/A","N/A",0.664,145,0.00000000000000000009213,"--","-0.38600000000000001",10617,"2","73.943381000000002",1,FALSE,"STAMBP","STAMBP"
138,"ILMN_1781819","PAPSS1","3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPSS1), mRNA.","Chr4: 108.754882",13.25,"N/A","N/A","N/A",0.656,145,0.0000000000000000003186,"0.40699999999999198","0.20200000000000001",9061,"4","108.754881999999",1,FALSE,"PAPSS1","PAPSS1"
139,"ILMN_1779076","HINT3","histidine triad nucleotide binding protein 3 (HINT3), mRNA.","Chr6: 126.337715",7.343,"N/A","N/A","N/A",0.655,145,0.0000000000000000003962,"--","0.425999999999993",135114,"6","126.337715",1,FALSE,"HINT3","HINT3"
143,"ILMN_1778358","ATP8A1","ATPase, aminophospholipid transporter (APLT), Class I, type 8A, member 1 (ATP8A1), mRNA.","Chr4: 42.109601",7.083,"N/A","N/A","N/A",0.653,145,0.0000000000000000005189,"0.435","-1.7000000000000001E-2",10396,"4","42.1096009999996",1,FALSE,"ATP8A1","ATP8A1"
147,"ILMN_1736704","DIXDC1","DIX domain containing 1 (DIXDC1), transcript variant 2, mRNA.","ChrUn: 1.000000",8.894,"N/A","N/A","N/A",0.653,145,0.0000000000000000005694,"0.26","-0.253",85458,"11","111.927144",1,FALSE,"DIXDC1","DIXDC1"
152,"ILMN_1769751","PIGG","phosphatidylinositol glycan anchor biosynthesis, class G (PIGG), mRNA.","Chr4: 0.517656",7.748,"N/A","N/A","N/A",0.651,145,0.0000000000000000007841,"--","--",54872,"4","0.51765600000000001",1,FALSE,"PIGG","PIGG"
154,"ILMN_1804382","TMEM116","transmembrane protein 116 (TMEM116), mRNA.","Chr12: 110.853899",7.7,"N/A","N/A","N/A",0.65,145,0.0000000000000000008641,"--","-3.4000000000000002E-2",89894,"12","110.853899",1,FALSE,"TMEM116","TMEM116"
156,"ILMN_1794825","ALDH3A2","aldehyde dehydrogenase 3 family, member A2 (ALDH3A2), transcript variant 1, mRNA.","Chr17: 19.520958",10.096,"N/A","N/A","N/A",0.649,145,0.000000000000000001055,"0.51","0.51500000000000001",224,"17","19.520958",1,FALSE,"ALDH3A2","ALDH3A2"
157,"ILMN_1772692","DICER1","Dicer1, Dcr-1 homolog (Drosophila) (DICER1), transcript variant 1, mRNA.","Chr14: 94.623147",10.035,"N/A","N/A","N/A",0.649,145,0.000000000000000001124,"0.34499999999999198","0.25600000000000001",23405,"14","94.623147000000003",1,FALSE,"DICER1","DICER1"
158,"ILMN_1707649","MPDZ","multiple PDZ domain protein (MPDZ), mRNA.","Chr9: 13.096887",10.292,"N/A","N/A","N/A",0.648,145,0.00000000000000000121,"0.40100000000000002","0.27200000000000002",8777,"9","13.096887000000001",1,FALSE,"MPDZ","MPDZ"
168,"ILMN_1697268","EMILIN2","elastin microfibril interfacer 2 (EMILIN2), mRNA.","Chr18: 2.903925",9.108,"N/A","N/A","N/A",0.643,145,0.00000000000000000297,"0.377","2.8000000000000001E-2",84034,"18","2.9039250000000001",1,FALSE,"EMILIN2","EMILIN2"
169,"ILMN_1721225","C20orf4","chromosome 20 open reading frame 4 (C20orf4), mRNA.","Chr20: 34.307957",8.35,"N/A","N/A","N/A",0.642,145,0.000000000000000003246,"--","--",25980,"20","34.307957000000002",1,TRUE,"C20ORF4","C20orf4"
172,"ILMN_1703955","FBXO32","F-box protein 32 (FBXO32), transcript variant 1, mRNA.","Chr8: 124.584719",11.111,"N/A","N/A","N/A",0.641,145,0.000000000000000004082,"0.368999999999999","-0.01",114907,"8","124.58471900000001",1,FALSE,"FBXO32","FBXO32"
174,"ILMN_1724898","NFE2L3","nuclear factor (erythroid-derived 2)-like 3 (NFE2L3), mRNA.","Chr7: 26.191797",7.096,"N/A","N/A","N/A",0.64,145,0.000000000000000004571,"0.443","-0.20499999999999199",9603,"7","26.191797000000001",1,FALSE,"NFE2L3","NFE2L3"
177,"ILMN_1736847","MED8","mediator of RNA polymerase II transcription, subunit 8 homolog (S. cerevisiae) (MED8), transcript variant 4, mRNA.","Chr1: 43.623347",7.645,"N/A","N/A","N/A",0.638,145,0.000000000000000006428,"--","1.7000000000000001E-2",112950,"1","43.623347000000003",1,FALSE,"MED8","MED8"
180,"ILMN_1712634","TIA1","TIA1 cytotoxic granule-associated RNA binding protein (TIA1), transcript variant 1, mRNA.","Chr2: 70.293360",8.074,"N/A","N/A","N/A",0.637,145,0.000000000000000007261,"--","-0.29899999999999199",7072,"2","70.293360000000007",1,FALSE,"TIA1","TIA1"
182,"ILMN_1683263","TSPAN8","tetraspanin 8 (TSPAN8), mRNA.","Chr12: 69.805389",9.567,"N/A","N/A","N/A",0.636,145,0.000000000000000008276,"--","-7.0000000000000007E-2",7103,"12","69.805389000000005",1,FALSE,"TSPAN8","TSPAN8"
185,"ILMN_1654194","FLJ11506","hypothetical protein FLJ11506 (FLJ11506), mRNA.","Chr15: 65.280588",9.519,"N/A","N/A","N/A",-0.635,145,0.000000000000000009968,"--","--",79719,"15","65.280587999999497",-1,FALSE,"FLJ11506","FLJ11506"
189,"ILMN_1798458","KIAA1026","kazrin (KIAA1026), transcript variant B, mRNA.","Chr1: 15.265043",9.13,"N/A","N/A","N/A",0.633,145,0.00000000000000001419,"0.186","--",23254,"1","15.265043",1,FALSE,"KIAA1026","KIAA1026"
191,"ILMN_1733221","C9orf164","chromosome 9 open reading frame 164 (C9orf164), mRNA.","Chr9: 91.166609",12.052,"N/A","N/A","N/A",0.632,145,0.00000000000000001487,"--","--",349236,"9","91.166608999999497",1,TRUE,"C9ORF164","C9orf164"
193,"ILMN_1669268","RKHD1","ring finger and KH domain containing 1 (RKHD1), mRNA.","Chr19: 1.506114",7.37,"N/A","N/A","N/A",0.631,145,0.00000000000000001765,"0.207999999999994","--",399664,"19","1.506114",1,FALSE,"RKHD1","RKHD1"
195,"ILMN_1759920","CTTNBP2","cortactin binding protein 2 (CTTNBP2), mRNA.","Chr7: 117.151854",7.31,"N/A","N/A","N/A",0.631,145,0.00000000000000001876,"0.34599999999999198","-6.8000000000000005E-2",83992,"7","117.151854",1,FALSE,"CTTNBP2","CTTNBP2"
197,"ILMN_1726222","FLOT2","flotillin 2 (FLOT2), mRNA.","Chr17: 24.230499",13.788,"N/A","N/A","N/A",-0.63,145,0.00000000000000002039,"0.365999999999996","0.34799999999999198",2319,"17","24.2304989999997",-1,FALSE,"FLOT2","FLOT2"
200,"ILMN_1713422","ST18","suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein) (ST18), mRNA.","Chr8: 53.186838",8.722,"N/A","N/A","N/A",0.629,145,0.00000000000000002286,"--","-0.174999999999992",9705,"8","53.186838000000002",1,FALSE,"ST18","ST18"
202,"ILMN_1771689","EXDL2","exonuclease 3'-5' domain-like 2 (EXDL2), mRNA.","Chr14: 68.778515",9.017,"N/A","N/A","N/A",0.628,145,0.00000000000000002627,"--","-0.42199999999999199",55218,"14","68.7785149999998",1,FALSE,"EXDL2","EXDL2"
205,"ILMN_1747460","C22orf5","chromosome 22 open reading frame 5 (C22orf5), mRNA.","Chr22: 36.945607",10.457,"N/A","N/A","N/A",0.628,145,0.00000000000000002736,"--","--",25829,"22","36.945607000000003",1,TRUE,"C22ORF5","C22orf5"
206,"ILMN_1742089","NLN","neurolysin (metallopeptidase M3 family) (NLN), mRNA.","Chr5: 65.154975",7.124,"N/A","N/A","N/A",0.627,145,0.00000000000000003226,"0.52600000000000002","0.612999999999992",57486,"5","65.154974999999496",1,FALSE,"NLN","NLN"
209,"ILMN_1726108","LASS2","LAG1 homolog, ceramide synthase 2 (S. cerevisiae) (LASS2), transcript variant 1, mRNA.","ChrUn: 1.000000",10.202,"N/A","N/A","N/A",0.627,145,0.00000000000000003416,"0.47899999999999199","0.66800000000000004",29956,"1","150.96058300000001",1,FALSE,"LASS2","LASS2"
211,"ILMN_1773342","MYO1E","myosin IE (MYO1E), mRNA.","Chr15: 57.216279",7.258,"N/A","N/A","N/A",0.626,145,0.00000000000000003685,"0.308","0.29199999999999199",4643,"15","57.216279",1,FALSE,"MYO1E","MYO1E"
212,"ILMN_1788363","MLH1","mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli) (MLH1), mRNA.","Chr3: 37.065502",9.15,"N/A","N/A","N/A",0.625,145,0.00000000000000004155,"0.318","-8.0000000000000002E-3",4292,"3","37.065502000000002",1,FALSE,"MLH1","MLH1"
214,"ILMN_1798123","ELOVL1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 (ELOVL1), mRNA.","Chr1: 43.601916",9.556,"N/A","N/A","N/A",0.625,145,0.0000000000000000444,"0.39400000000000002","0.41099999999999198",64834,"1","43.601916000000003",1,FALSE,"ELOVL1","ELOVL1"
215,"ILMN_1657483","SEC23B","Sec23 homolog B (S. cerevisiae) (SEC23B), transcript variant 1, mRNA.","Chr20: 18.489364",8.953,"N/A","N/A","N/A",0.625,145,0.00000000000000004618,"--","-6.7000000000000004E-2",10483,"20","18.4893639999997",1,FALSE,"SEC23B","SEC23B"
216,"ILMN_1753716","EIF2B1","eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa (EIF2B1), mRNA.","Chr12: 122.671912",8.97,"N/A","N/A","N/A",0.624,145,0.00000000000000004869,"0.45900000000000002","2.8000000000000001E-2",1967,"12","122.67191200000001",1,FALSE,"EIF2B1","EIF2B1"
218,"ILMN_1676980","MTSS1","metastasis suppressor 1 (MTSS1), mRNA.","Chr8: 125.632968",8.405,"N/A","N/A","N/A",0.623,145,0.00000000000000005936,"0.34599999999999198","0.45700000000000002",9788,"8","125.63296800000001",1,FALSE,"MTSS1","MTSS1"
224,"ILMN_1722642","REEP3","receptor accessory protein 3 (REEP3), mRNA.","Chr10: 65.051606",7.042,"N/A","N/A","N/A",0.622,145,0.00000000000000007274,"0.249","0.57799999999999196",221035,"10","65.051606000000007",1,FALSE,"REEP3","REEP3"
225,"ILMN_1688886","GPC5","glypican 5 (GPC5), mRNA.","Chr13: 92.317385",9.569,"N/A","N/A","N/A",-0.621,145,0.00000000000000008117,"0.25800000000000001","-0.11600000000000001",2262,"13","92.317385000000002",-1,FALSE,"GPC5","GPC5"
230,"ILMN_1756673","C5orf37","chromosome 5 open reading frame 37 (C5orf37), mRNA.","Chr5: 75.016818",7.531,"N/A","N/A","N/A",0.618,145,0.0000000000000001167,"--","--",134359,"5","75.016818000000001",1,TRUE,"C5ORF37","C5orf37"
231,"ILMN_1696420","BRD7","bromodomain containing 7 (BRD7), mRNA.","Chr16: 48.912118",8.702,"N/A","N/A","N/A",0.618,145,0.0000000000000001197,"0.25","-8.3000000000000004E-2",29117,"16","48.912118",1,FALSE,"BRD7","BRD7"
233,"ILMN_1738750","TFCP2","transcription factor CP2 (TFCP2), mRNA.","Chr12: 49.775157",8.292,"N/A","N/A","N/A",0.618,145,0.0000000000000001248,"--","--",7024,"12","49.775157",1,FALSE,"TFCP2","TFCP2"
234,"ILMN_1673445","BRMS1","breast cancer metastasis suppressor 1 (BRMS1), transcript variant 3, mRNA.","Chr11: 65.865079",7.355,"N/A","N/A","N/A",0.618,145,0.0000000000000001306,"0.35","-0.44800000000000001",25855,"11","65.865078999999497",1,FALSE,"BRMS1","BRMS1"
235,"ILMN_1688095","HMGCL","3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase (hydroxymethylglutaricaciduria) (HMGCL), mRNA.","Chr1: 24.001084",9.258,"N/A","N/A","N/A",0.615,145,0.0000000000000001764,"0.45200000000000001","0.78200000000000003",3155,"1","24.0010839999998",1,FALSE,"HMGCL","HMGCL"
238,"ILMN_1690206","WDR57","WD repeat domain 57 (U5 snRNP specific) (WDR57), mRNA.","ChrUn: 1.000000",9.129,"N/A","N/A","N/A",0.615,145,0.0000000000000001873,"--","0.26200000000000001",9410,"1","31.259568000000002",1,FALSE,"WDR57","WDR57"
239,"ILMN_1689704","TMEM5","transmembrane protein 5 (TMEM5), mRNA.","Chr12: 62.488834",9.146,"N/A","N/A","N/A",0.614,145,0.0000000000000002067,"--","0.442",10329,"12","62.4888339999995",1,FALSE,"TMEM5","TMEM5"
257,"ILMN_1813256","CRIPT","cysteine-rich PDZ-binding protein (CRIPT), mRNA.","Chr2: 46.705229",9.998,"N/A","N/A","N/A",0.609,145,0.0000000000000004394,"--","0.245",9419,"2","46.705229000000003",1,FALSE,"CRIPT","CRIPT"
262,"ILMN_1781028","ZMYM5","zinc finger, MYM-type 5 (ZMYM5), transcript variant 1, mRNA.","Chr13: 19.311009",7.258,"N/A","N/A","N/A",0.606,145,0.0000000000000007077,"--","-0.16800000000000001",9205,"13","19.3110089999998",1,FALSE,"ZMYM5","ZMYM5"
263,"ILMN_1689306","TMC7","transmembrane channel-like 7 (TMC7), mRNA.","Chr16: 18.981673",7.556,"N/A","N/A","N/A",0.605,145,0.0000000000000007212,"--","-0.25900000000000001",79905,"16","18.981673000000001",1,FALSE,"TMC7","TMC7"
268,"ILMN_1736234","C1orf77","chromosome 1 open reading frame 77 (C1orf77), mRNA.","Chr1: 151.884337",9.237,"N/A","N/A","N/A",0.605,145,0.0000000000000008181,"0.29299999999999199","--",26097,"1","151.884336999998",1,TRUE,"C1ORF77","C1orf77"
271,"ILMN_1805024","ERBB2IP","erbb2 interacting protein (ERBB2IP), transcript variant 2, mRNA.","Chr5: 65.406747",7.314,"N/A","N/A","N/A",0.604,145,0.0000000000000008747,"0.375","5.6000000000000001E-2",55914,"5","65.406746999999498",1,FALSE,"ERBB2IP","ERBB2IP"
275,"ILMN_1775373","CMTM5","CKLF-like MARVEL transmembrane domain containing 5 (CMTM5), transcript variant 1, mRNA.","Chr14: 22.918375",9.847,"N/A","N/A","N/A",0.603,145,0.0000000000000009743,"--","-0.05",116173,"14","22.918375000000001",1,FALSE,"CMTM5","CMTM5"
277,"ILMN_1737066","PRPF19","PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae) (PRPF19), mRNA.","Chr11: 60.414819",12.428,"N/A","N/A","N/A",-0.603,145,0.0000000000000009856,"0.367999999999998","0.29699999999999199",27339,"11","60.414819000000001",-1,FALSE,"PRPF19","PRPF19"
279,"ILMN_1763523","HARS","histidyl-tRNA synthetase (HARS), mRNA.","Chr5: 140.033700",12.228,"N/A","N/A","N/A",-0.603,145,0.000000000000001065,"0.315","-0.210999999999997",3035,"5","140.03370000000001",-1,FALSE,"HARS","HARS"
280,"ILMN_1702105","EFS","embryonal Fyn-associated substrate (EFS), transcript variant 2, mRNA.","Chr14: 22.895688",9.149,"N/A","N/A","N/A",0.602,145,0.000000000000001115,"0.312","-0.19400000000000001",10278,"14","22.895688",1,FALSE,"EFS","EFS"
286,"ILMN_1799634","HNRPC","heterogeneous nuclear ribonucleoprotein C (C1/C2) (HNRPC), transcript variant 2, mRNA.","ChrUn: 1.000000",13.972,"N/A","N/A","N/A",0.602,145,0.000000000000001227,"0.42099999999999199","-0.240999999999996",3183,"14","21.209136000000001",1,FALSE,"HNRPC","HNRPC"
287,"ILMN_1719709","DNAJC5","DnaJ (Hsp40) homolog, subfamily C, member 5 (DNAJC5), mRNA.","Chr20: 62.035746",8.129,"N/A","N/A","N/A",-0.601,145,0.000000000000001283,"0.372","7.0999999999999702E-2",80331,"20","62.035746000000003",-1,FALSE,"DNAJC5","DNAJC5"
289,"ILMN_1746090","STT3A","STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) (STT3A), mRNA.","Chr11: 124.993663",8.561,"N/A","N/A","N/A",0.601,145,0.000000000000001305,"--","0.425999999999993",3703,"11","124.993663",1,FALSE,"STT3A","STT3A"
294,"ILMN_1660844","INTS4","integrator complex subunit 4 (INTS4), mRNA.","Chr11: 77.267678",8.681,"N/A","N/A","N/A",0.598,145,0.000000000000001892,"--","-8.7999999999999801E-2",92105,"11","77.267678000000004",1,FALSE,"INTS4","INTS4"
295,"ILMN_1812403","BCAP31","B-cell receptor-associated protein 31 (BCAP31), mRNA.","ChrX: 152.619265",13.427,"N/A","N/A","N/A",-0.598,145,0.000000000000001935,"0.33800000000000002","0.66500000000000004",10134,"X","152.61926500000001",-1,FALSE,"BCAP31","BCAP31"
296,"ILMN_1795666","SNX24","sorting nexing 24 (SNX24), mRNA.","Chr5: 122.372208",7.623,"N/A","N/A","N/A",0.598,145,0.00000000000000195,"--","0.48299999999999199",28966,"5","122.372208",1,FALSE,"SNX24","SNX24"
297,"ILMN_1723494","SIRT2","sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae) (SIRT2), transcript variant 1, mRNA.","Chr19: 44.061299",9.479,"N/A","N/A","N/A",0.598,145,0.000000000000001969,"0.41099999999999198","-1E-3",22933,"19","44.0612989999997",1,FALSE,"SIRT2","SIRT2"
298,"ILMN_1661173","TRIP4","thyroid hormone receptor interactor 4 (TRIP4), mRNA.","Chr15: 62.504816",7.717,"N/A","N/A","N/A",0.598,145,0.000000000000002063,"--","-0.178999999999996",9325,"15","62.5048159999997",1,FALSE,"TRIP4","TRIP4"
299,"ILMN_1685631","KIAA0892","KIAA0892 (KIAA0892), mRNA.","Chr19: 19.330217",8.267,"N/A","N/A","N/A",0.597,145,0.000000000000002265,"0.192","--",23383,"19","19.330217000000001",1,FALSE,"KIAA0892","KIAA0892"
300,"ILMN_1720996","SLC12A2","solute carrier family 12 (sodium/potassium/chloride transporters), member 2 (SLC12A2), mRNA.","Chr5: 127.552463",9.809,"N/A","N/A","N/A",0.597,145,0.000000000000002318,"--","-5.2999999999999901E-2",6558,"5","127.552463",1,FALSE,"SLC12A2","SLC12A2"
301,"ILMN_1745415","BBX","bobby sox homolog (Drosophila) (BBX), mRNA.","Chr3: 109.007031",11.186,"N/A","N/A","N/A",0.596,145,0.000000000000002602,"0.26500000000000001","-0.129",56987,"3","109.007031",1,FALSE,"BBX","BBX"
303,"ILMN_1736242","PLEKHG4","pleckstrin homology domain containing, family G (with RhoGef domain) member 4 (PLEKHG4), mRNA.","Chr16: 65.880624",7.386,"N/A","N/A","N/A",0.596,145,0.000000000000002702,"0.189","-0.48499999999999199",25894,"16","65.8806239999996",1,FALSE,"PLEKHG4","PLEKHG4"
305,"ILMN_1812445","PRPSAP2","phosphoribosyl pyrophosphate synthetase-associated protein 2 (PRPSAP2), mRNA.","Chr17: 18.774754",9.931,"N/A","N/A","N/A",0.596,145,0.000000000000002739,"--","-0.27",5636,"17","18.774754000000001",1,FALSE,"PRPSAP2","PRPSAP2"
309,"ILMN_1707077","SORT1","sortilin 1 (SORT1), mRNA.","Chr1: 109.654053",14.139,"N/A","N/A","N/A",0.595,145,0.000000000000003148,"--","8.69999999999998E-2",6272,"1","109.654053",1,FALSE,"SORT1","SORT1"
310,"ILMN_1761456","ALG13","asparagine-linked glycosylation 13 homolog (S. cerevisiae) (ALG13), mRNA.","ChrX: 110.814959",7.9,"N/A","N/A","N/A",0.595,145,0.000000000000003149,"--","0.39",55849,"X","110.814959",1,FALSE,"ALG13","ALG13"
314,"ILMN_1654370","TESK2","testis-specific kinase 2 (TESK2), mRNA.","ChrUn: 1.000000",8.277,"N/A","N/A","N/A",0.593,145,0.000000000000003791,"--","0.378",10420,"1","45.3438829999997",1,FALSE,"TESK2","TESK2"
315,"ILMN_1786295","KIAA0776","KIAA0776 (KIAA0776), mRNA.","Chr6: 97.108694",7.742,"N/A","N/A","N/A",0.593,145,0.00000000000000398,"--","--",23376,"6","97.108694",1,FALSE,"KIAA0776","KIAA0776"
316,"ILMN_1658351","FIS1","fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae) (FIS1), mRNA.","Chr7: 100.669784",13.052,"N/A","N/A","N/A",0.592,145,0.000000000000004164,"0.34799999999999198","0.32800000000000001",51024,"7","100.66978400000001",1,FALSE,"FIS1","FIS1"
319,"ILMN_1751072","SRPRB","signal recognition particle receptor, B subunit (SRPRB), mRNA.","Chr3: 135.022037",11.513,"N/A","N/A","N/A",-0.592,145,0.000000000000004669,"--","-0.118999999999999",58477,"3","135.02203700000001",-1,FALSE,"SRPRB","SRPRB"
322,"ILMN_1772612","ANGPTL2","angiopoietin-like 2 (ANGPTL2), mRNA.","Chr9: 128.889591",9.079,"N/A","N/A","N/A",0.59,145,0.000000000000005552,"0.428999999999996","0.144999999999993",23452,"9","128.889591",1,FALSE,"ANGPTL2","ANGPTL2"
323,"ILMN_1766981","UNC50","unc-50 homolog (C. elegans) (UNC50), mRNA.","Chr2: 98.601096",11.719,"N/A","N/A","N/A",0.59,145,0.00000000000000568,"--","0.35399999999999199",25972,"2","98.6010959999997",1,FALSE,"UNC50","UNC50"
324,"ILMN_1659255","RP2","retinitis pigmentosa 2 (X-linked recessive) (RP2), mRNA.","ChrX: 46.625612",6.99,"N/A","N/A","N/A",0.59,145,0.000000000000006073,"0.254","--",6102,"X","46.625611999999499",1,FALSE,"RP2","RP2"
